season,week,datex,rank,school,date
1949,4,18195,12,Michigan St.,1949x10x24
1949,4,18195,13,North Carolina,1949x10x24
1949,4,18195,14,Kentucky,1949x10x24
1949,4,18195,15,USC,1949x10x24
1949,4,18195,16,Missouri,1949x10x24
1949,4,18195,17,LSU,1949x10x24
1949,4,18195,18,Ohio State,1949x10x24
1949,4,18195,19,Texas,1949x10x24
1949,4,18195,20,UCLA,1949x10x24
1949,5,18202,1,Notre Dame,1949x10x31
1949,5,18202,2,Army,1949x10x31
1949,5,18202,3,Oklahoma,1949x10x31
1949,5,18202,4,California,1949x10x31
1949,5,18202,5,Michigan,1949x10x31
1949,5,18202,6,Baylor,1949x10x31
1949,5,18202,7,Cornell,1949x10x31
1949,5,18202,8,Rice,1949x10x31
1949,5,18202,9,SMU,1949x10x31
1949,5,18202,10,Michigan St.,1949x10x31
1949,5,18202,11,Ohio State,1949x10x31
1949,5,18202,12,USC,1949x10x31
1949,5,18202,13,Kentucky,1949x10x31
1949,5,18202,14,Tennessee,1949x10x31
1949,5,18202,15,Iowa,1949x10x31
1949,5,18202,16,Duke,1949x10x31
1949,5,18202,17,LSU,1949x10x31
1949,5,18202,18,Boston U.,1949x10x31
1949,5,18202,19,Virginia,1949x10x31
1949,5,18202,20,Fordham,1949x10x31
1949,5,18202,20,Pennsylvania,1949x10x31
1949,6,18209,1,Notre Dame,1949x11x07
1949,6,18209,2,Army,1949x11x07
1949,6,18209,3,Oklahoma,1949x11x07
1949,6,18209,4,California,1949x11x07
1949,6,18209,5,Michigan,1949x11x07
1949,6,18209,6,Cornell,1949x11x07
1949,6,18209,7,Rice,1949x11x07
1949,6,18209,8,Michigan St.,1949x11x07
1949,6,18209,9,Minnesota,1949x11x07
1949,6,18209,10,Virginia,1949x11x07
1949,6,18209,11,Ohio State,1949x11x07
1949,6,18209,12,SMU,1949x11x07
1949,6,18209,13,Texas,1949x11x07
1949,6,18209,14,Kentucky,1949x11x07
1949,6,18209,15,Boston U.,1949x11x07
1949,6,18209,16,LSU,1949x11x07
1949,6,18209,17,Stanford,1949x11x07
1949,6,18209,18,Wake Forest,1949x11x07
1949,6,18209,19,Pacific,1949x11x07
1949,6,18209,20,Santa Clara,1949x11x07
1949,7,18216,1,Notre Dame,1949x11x14
1949,7,18216,2,Oklahoma,1949x11x14
1949,7,18216,3,California,1949x11x14
1949,7,18216,4,Army,1949x11x14
1949,7,18216,5,Michigan,1949x11x14
1949,7,18216,6,Rice,1949x11x14
1949,7,18216,7,Ohio State,1949x11x14
1949,7,18216,8,Minnesota,1949x11x14
1949,7,18216,9,Virginia,1949x11x14
1949,7,18216,10,SMU,1949x11x14
1949,7,18216,11,Kentucky,1949x11x14
1949,7,18216,12,Stanford,1949x11x14
1949,7,18216,13,LSU,1949x11x14
1949,7,18216,14,Dartmouth,1949x11x14
1949,7,18216,15,Baylor,1949x11x14
1949,7,18216,16,Maryland,1949x11x14
1949,7,18216,17,Cornell,1949x11x14
1949,7,18216,18,Michigan St.,1949x11x14
1949,7,18216,19,Santa Clara,1949x11x14
1949,7,18216,19,Tulane,1949x11x14
1949,8,18223,1,Notre Dame,1949x11x21
1949,8,18223,2,California,1949x11x21
1949,8,18223,3,Oklahoma,1949x11x21
1949,8,18223,4,Army,1949x11x21
1949,8,18223,5,Ohio State,1949x11x21
1949,8,18223,6,Michigan,1949x11x21
1949,8,18223,7,Rice,1949x11x21
1949,8,18223,8,Minnesota,1949x11x21
1949,8,18223,9,Baylor,1949x11x21
1949,8,18223,10,Tulane,1949x11x21
1949,8,18223,11,Pacific,1949x11x21
1949,8,18223,12,Stanford,1949x11x21
1949,8,18223,13,LSU,1949x11x21
1949,8,18223,14,Santa Clara,1949x11x21
1949,8,18223,15,Maryland,1949x11x21
1949,8,18223,16,Villanova,1949x11x21
1949,8,18223,17,USC,1949x11x21
1949,8,18223,18,Tennessee,1949x11x21
1949,8,18223,19,North Carolina,1949x11x21
1949,8,18223,20,Cornell,1949x11x21
1949,8,18223,20,Kentucky,1949x11x21
1949,9,Final,1,Notre Dame,1950x01x31
1949,9,Final,2,Oklahoma,1950x01x31
1949,9,Final,3,California,1950x01x31
1949,9,Final,4,Army,1950x01x31
1949,9,Final,5,Rice,1950x01x31
1949,9,Final,6,Ohio State,1950x01x31
1949,9,Final,7,Michigan,1950x01x31
1949,9,Final,8,Minnesota,1950x01x31
1949,9,Final,9,LSU,1950x01x31
1949,9,Final,10,Pacific,1950x01x31
1949,9,Final,11,Kentucky,1950x01x31
1949,9,Final,12,Cornell,1950x01x31
1949,9,Final,13,Villanova,1950x01x31
1949,9,Final,14,Maryland,1950x01x31
1949,9,Final,15,Santa Clara,1950x01x31
1949,9,Final,16,North Carolina,1950x01x31
1949,9,Final,17,Tennessee,1950x01x31
1949,9,Final,18,Princeton,1950x01x31
1949,9,Final,19,Michigan St.,1950x01x31
1949,9,Final,20,Baylor,1950x01x31
1949,9,Final,20,Missouri,1950x01x31
1950,1,Preseason,1,Notre Dame,1950x08x01
1950,1,Preseason,2,Army,1950x08x01
1950,1,Preseason,3,Michigan,1950x08x01
1950,1,Preseason,4,Tennessee,1950x08x01
1950,1,Preseason,5,Texas,1950x08x01
1950,1,Preseason,6,Oklahoma,1950x08x01
1950,1,Preseason,7,Stanford,1950x08x01
1950,1,Preseason,8,Illinois,1950x08x01
1950,1,Preseason,9,Cornell,1950x08x01
1950,1,Preseason,10,SMU,1950x08x01
1950,1,Preseason,11,Ohio State,1950x08x01
1950,1,Preseason,12,USC,1950x08x01
1950,1,Preseason,13,Kentucky,1950x08x01
1950,1,Preseason,14,California,1950x08x01
1950,1,Preseason,15,Maryland,1950x08x01
1950,1,Preseason,16,Duke,1950x08x01
1950,1,Preseason,17,Missouri,1950x08x01
1950,1,Preseason,18,Minnesota,1950x08x01
1950,1,Preseason,19,Michigan St.,1950x08x01
1950,1,Preseason,20,North Carolina,1950x08x01
1950,2,18538,1,Notre Dame,1950x10x02
1950,2,18538,2,Michigan St.,1950x10x02
1950,2,18538,3,SMU,1950x10x02
1950,2,18538,4,Army,1950x10x02
1950,2,18538,5,Oklahoma,1950x10x02
1950,2,18538,6,Kentucky,1950x10x02
1950,2,18538,7,Texas,1950x10x02
1950,2,18538,8,Stanford,1950x10x02
1950,2,18538,9,California,1950x10x02
1950,2,18538,10,Washington,1950x10x02
1950,2,18538,11,North Carolina,1950x10x02
1950,2,18538,12,Alabama,1950x10x02
1950,2,18538,13,UCLA,1950x10x02
1950,2,18538,14,Duke,1950x10x02
1950,2,18538,15,Illinois,1950x10x02
1950,2,18538,16,Cornell,1950x10x02
1950,2,18538,17,Iowa,1950x10x02
1950,2,18538,18,Clemson,1950x10x02
1950,2,18538,19,Michigan,1950x10x02
1950,2,18538,20,Pennsylvania,1950x10x02
1950,3,18545,1,Army,1950x10x09
1950,3,18545,2,SMU,1950x10x09
1950,3,18545,3,Oklahoma,1950x10x09
1950,3,18545,4,Texas,1950x10x09
1950,3,18545,5,Kentucky,1950x10x09
1950,3,18545,6,Stanford,1950x10x09
1950,3,18545,7,California,1950x10x09
1950,3,18545,8,Maryland,1950x10x09
1950,3,18545,9,Purdue,1950x10x09
1950,3,18545,10,Notre Dame,1950x10x09
1950,3,18545,11,Washington,1950x10x09
1950,3,18545,12,Ohio State,1950x10x09
1950,3,18545,13,Clemson,1950x10x09
1950,3,18545,14,Tennessee,1950x10x09
1950,3,18545,15,Rice,1950x10x09
1950,3,18545,15,Wisconsin,1950x10x09
1950,3,18545,17,Cornell,1950x10x09
1950,3,18545,18,Michigan,1950x10x09
1950,3,18545,19,Vanderbilt,1950x10x09
1950,3,18545,20,Michigan St.,1950x10x09
1950,4,18552,1,Army,1950x10x16
1950,4,18552,2,Oklahoma,1950x10x16
1950,4,18552,3,SMU,1950x10x16
1950,4,18552,4,Kentucky,1950x10x16
1950,4,18552,5,California,1950x10x16
1950,4,18552,6,Stanford,1950x10x16
1950,4,18552,7,Texas,1950x10x16
1950,4,18552,8,Maryland,1950x10x16
1950,4,18552,9,Ohio State,1950x10x16
1950,4,18552,10,Washington,1950x10x16
1950,4,18552,11,Notre Dame,1950x10x16
1950,4,18552,12,Clemson,1950x10x16
1950,4,18552,13,Vanderbilt,1950x10x16
1950,4,18552,14,Miami,1950x10x16
1950,4,18552,15,Rice,1950x10x16
1950,4,18552,16,Wisconsin,1950x10x16
1950,4,18552,17,Cornell,1950x10x16
1950,4,18552,18,Tennessee,1950x10x16
1950,4,18552,19,Wake Forest,1950x10x16
1950,4,18552,20,Northwestern,1950x10x16
1950,5,18559,1,SMU,1950x10x23
1950,5,18559,2,Army,1950x10x23
1950,5,18559,3,Oklahoma,1950x10x23
1950,5,18559,4,Kentucky,1950x10x23
1950,5,18559,5,California,1950x10x23
1950,5,18559,6,Ohio State,1950x10x23
1950,5,18559,7,Texas,1950x10x23
1950,5,18559,8,Tennessee,1950x10x23
1950,5,18559,9,Northwestern,1950x10x23
1950,5,18559,10,Cornell,1950x10x23
1950,5,18559,11,Miami,1950x10x23
1950,5,18559,12,Illinois,1950x10x23
1950,5,18559,13,Texas A&M,1950x10x23
1950,5,18559,14,Michigan,1950x10x23
1950,5,18559,15,Michigan St.,1950x10x23
1950,5,18559,16,Clemson,1950x10x23
1950,5,18559,17,Wake Forest,1950x10x23
1950,5,18559,18,UCLA,1950x10x23
1950,5,18559,19,Indiana,1950x10x23
1950,5,18559,20,Florida,1950x10x23
1950,6,18566,1,SMU,1950x10x30
1950,6,18566,2,Army,1950x10x30
1950,6,18566,3,Oklahoma,1950x10x30
1950,6,18566,4,Ohio State,1950x10x30
1950,6,18566,5,Kentucky,1950x10x30
1950,6,18566,6,California,1950x10x30
1950,6,18566,7,Texas,1950x10x30
1950,6,18566,8,Miami,1950x10x30
1950,6,18566,9,Princeton,1950x10x30
1950,6,18566,10,Illinois,1950x10x30
1950,6,18566,11,Tennessee,1950x10x30
1950,6,18566,12,Washington,1950x10x30
1950,6,18566,13,Michigan St.,1950x10x30
1950,6,18566,14,Clemson,1950x10x30
1950,6,18566,15,Pennsylvania,1950x10x30
1950,6,18566,16,Maryland,1950x10x30
1950,6,18566,17,Florida,1950x10x30
1950,6,18566,18,Wyoming,1950x10x30
1950,6,18566,19,UCLA,1950x10x30
1950,6,18566,20,Wisconsin,1950x10x30
1950,7,18573,1,Army,1950x11x06
1950,7,18573,2,Ohio State,1950x11x06
1950,7,18573,3,Oklahoma,1950x11x06
1950,7,18573,4,Kentucky,1950x11x06
1950,7,18573,5,Texas,1950x11x06
1950,7,18573,6,California,1950x11x06
1950,7,18573,7,SMU,1950x11x06
1950,7,18573,8,Princeton,1950x11x06
1950,7,18573,9,Miami,1950x11x06
1950,7,18573,10,Illinois,1950x11x06
1950,7,18573,11,Tennessee,1950x11x06
1950,7,18573,12,Michigan St.,1950x11x06
1950,7,18573,13,Clemson,1950x11x06
1950,7,18573,14,Wyoming,1950x11x06
1950,7,18573,15,Wisconsin,1950x11x06
1950,7,18573,16,Nebraska,1950x11x06
1950,7,18573,17,Washington,1950x11x06
1950,7,18573,18,Maryland,1950x11x06
1950,7,18573,19,Kansas,1950x11x06
1950,7,18573,19,Lehigh,1950x11x06
1950,7,18573,19,UCLA,1950x11x06
1950,8,18580,1,Ohio State,1950x11x13
1950,8,18580,2,Oklahoma,1950x11x13
1950,8,18580,3,Army,1950x11x13
1950,8,18580,4,California,1950x11x13
1950,8,18580,5,Kentucky,1950x11x13
1950,8,18580,6,Texas,1950x11x13
1950,8,18580,7,Princeton,1950x11x13
1950,8,18580,8,Illinois,1950x11x13
1950,8,18580,9,Tennessee,1950x11x13
1950,8,18580,10,Michigan St.,1950x11x13
1950,8,18580,11,Clemson,1950x11x13
1950,8,18580,12,Texas A&M,1950x11x13
1950,8,18580,13,Wyoming,1950x11x13
1950,8,18580,14,SMU,1950x11x13
1950,8,18580,15,Wisconsin,1950x11x13
1950,8,18580,16,Wake Forest,1950x11x13
1950,8,18580,17,Miami,1950x11x13
1950,8,18580,18,Nebraska,1950x11x13
1950,8,18580,19,Washington,1950x11x13
1950,8,18580,20,Pennsylvania,1950x11x13
1950,9,18587,1,Oklahoma,1950x11x20
1950,9,18587,2,Army,1950x11x20
1950,9,18587,3,Kentucky,1950x11x20
1950,9,18587,4,California,1950x11x20
1950,9,18587,5,Texas,1950x11x20
1950,9,18587,6,Illinois,1950x11x20
1950,9,18587,7,Princeton,1950x11x20
1950,9,18587,8,Ohio State,1950x11x20
1950,9,18587,9,Tennessee,1950x11x20
1950,9,18587,10,Michigan St.,1950x11x20
1950,9,18587,11,Clemson,1950x11x20
1950,9,18587,12,Wyoming,1950x11x20
1950,9,18587,13,Pennsylvania,1950x11x20
1950,9,18587,14,Miami,1950x11x20
1950,9,18587,15,SMU,1950x11x20
1950,9,18587,16,Nebraska,1950x11x20
1950,9,18587,17,Alabama,1950x11x20
1950,9,18587,18,Washington,1950x11x20
1950,9,18587,19,Wash. & Lee,1950x11x20
1950,9,18587,20,Loyola Marymount,1950x11x20
1950,10,Final,1,Oklahoma,1951x01x31
1950,10,Final,2,Army,1951x01x31
1950,10,Final,3,Texas,1951x01x31
1950,10,Final,4,Tennessee,1951x01x31
1950,10,Final,5,California,1951x01x31
1950,10,Final,6,Princeton,1951x01x31
1950,10,Final,7,Kentucky,1951x01x31
1950,10,Final,8,Michigan St.,1951x01x31
1950,10,Final,9,Michigan,1951x01x31
1950,10,Final,10,Clemson,1951x01x31
1950,10,Final,11,Washington,1951x01x31
1950,10,Final,12,Wyoming,1951x01x31
1950,10,Final,13,Illinois,1951x01x31
1950,10,Final,14,Ohio State,1951x01x31
1950,10,Final,15,Miami,1951x01x31
1950,10,Final,16,Alabama,1951x01x31
1950,10,Final,17,Nebraska,1951x01x31
1950,10,Final,18,Tulsa,1951x01x31
1950,10,Final,18,Wash. & Lee,1951x01x31
1950,10,Final,20,Tulane,1951x01x31
1951,1,Preseason,1,Tennessee,1951x08x01
1951,1,Preseason,2,Michigan St.,1951x08x01
1951,1,Preseason,3,Ohio State,1951x08x01
1951,1,Preseason,4,Oklahoma,1951x08x01
1951,1,Preseason,5,California,1951x08x01
1951,1,Preseason,6,Kentucky,1951x08x01
1951,1,Preseason,6,Texas A&M,1951x08x01
1951,1,Preseason,8,Washington,1951x08x01
1951,1,Preseason,9,Alabama,1951x08x01
1951,1,Preseason,10,Illinois,1951x08x01
1951,1,Preseason,11,Texas,1951x08x01
1951,1,Preseason,12,Nebraska,1951x08x01
1951,1,Preseason,13,Baylor,1951x08x01
1951,1,Preseason,14,Notre Dame,1951x08x01
1951,1,Preseason,15,Wisconsin,1951x08x01
1951,1,Preseason,16,Maryland,1951x08x01
1951,1,Preseason,17,Michigan,1951x08x01
1951,1,Preseason,18,Princeton,1951x08x01
1951,1,Preseason,19,Pennsylvania,1951x08x01
1951,1,Preseason,20,Cornell,1951x08x01
1951,2,18902,1,Michigan St.,1951x10x01
1951,2,18902,2,California,1951x10x01
1951,2,18902,3,Tennessee,1951x10x01
1951,2,18902,4,Oklahoma,1951x10x01
1951,2,18902,5,Notre Dame,1951x10x01
1951,2,18902,6,Texas,1951x10x01
1951,2,18902,7,Ohio State,1951x10x01
1951,2,18902,8,Illinois,1951x10x01
1951,2,18902,9,Maryland,1951x10x01
1951,2,18902,10,Texas A&M,1951x10x01
1951,2,18902,11,Georgia Tech,1951x10x01
1951,2,18902,12,Washington,1951x10x01
1951,2,18902,13,Georgia,1951x10x01
1951,2,18902,14,Princeton,1951x10x01
1951,2,18902,15,Oregon St.,1951x10x01
1951,2,18902,16,Duke,1951x10x01
1951,2,18902,17,Kentucky,1951x10x01
1951,2,18902,18,Clemson,1951x10x01
1951,2,18902,19,Baylor,1951x10x01
1951,2,18902,20,Kansas,1951x10x01
1951,3,18909,1,Michigan St.,1951x10x08
1951,3,18909,2,California,1951x10x08
1951,3,18909,3,Tennessee,1951x10x08
1951,3,18909,4,Texas A&M,1951x10x08
1951,3,18909,5,Notre Dame,1951x10x08
1951,3,18909,6,Texas,1951x10x08
1951,3,18909,7,Illinois,1951x10x08
1951,3,18909,8,Georgia Tech,1951x10x08
1951,3,18909,9,Ohio State,1951x10x08
1951,3,18909,10,Maryland,1951x10x08
1951,3,18909,11,Oklahoma,1951x10x08
1951,3,18909,12,Baylor,1951x10x08
1951,3,18909,13,Princeton,1951x10x08
1951,3,18909,14,USC,1951x10x08
1951,3,18909,15,Holy Cross,1951x10x08
1951,3,18909,16,Clemson,1951x10x08
1951,3,18909,17,Cornell,1951x10x08
1951,3,18909,18,Oregon St.,1951x10x08
1951,3,18909,19,Stanford,1951x10x08
1951,3,18909,20,Pacific,1951x10x08
1951,4,18916,1,California,1951x10x15
1951,4,18916,2,Tennessee,1951x10x15
1951,4,18916,3,Michigan St.,1951x10x15
1951,4,18916,4,Texas,1951x10x15
1951,4,18916,5,Georgia Tech,1951x10x15
1951,4,18916,6,Texas A&M,1951x10x15
1951,4,18916,7,Maryland,1951x10x15
1951,4,18916,8,Illinois,1951x10x15
1951,4,18916,9,Princeton,1951x10x15
1951,4,18916,10,Baylor,1951x10x15
1951,4,18916,11,USC,1951x10x15
1951,4,18916,12,Villanova,1951x10x15
1951,4,18916,13,Stanford,1951x10x15
1951,4,18916,14,Cornell,1951x10x15
1951,4,18916,15,SMU,1951x10x15
1951,4,18916,16,Pacific,1951x10x15
1951,4,18916,17,Ohio State,1951x10x15
1951,4,18916,18,Northwestern,1951x10x15
1951,4,18916,19,Oklahoma,1951x10x15
1951,4,18916,20,Washington,1951x10x15
1951,5,18923,1,Tennessee,1951x10x22
1951,5,18923,2,Michigan St.,1951x10x22
1951,5,18923,3,Georgia Tech,1951x10x22
1951,5,18923,4,Illinois,1951x10x22
1951,5,18923,5,Maryland,1951x10x22
1951,5,18923,6,USC,1951x10x22
1951,5,18923,7,Baylor,1951x10x22
1951,5,18923,8,Princeton,1951x10x22
1951,5,18923,9,California,1951x10x22
1951,5,18923,10,Texas,1951x10x22
1951,5,18923,11,Stanford,1951x10x22
1951,5,18923,12,Cornell,1951x10x22
1951,5,18923,13,Northwestern,1951x10x22
1951,5,18923,14,Wisconsin,1951x10x22
1951,5,18923,15,Notre Dame,1951x10x22
1951,5,18923,16,Texas A&M,1951x10x22
1951,5,18923,17,Kentucky,1951x10x22
1951,5,18923,18,Washington St.,1951x10x22
1951,5,18923,19,Arkansas,1951x10x22
1951,5,18923,20,San Francisco,1951x10x22
1951,6,18930,1,Tennessee,1951x10x29
1951,6,18930,2,Michigan St.,1951x10x29
1951,6,18930,3,Illinois,1951x10x29
1951,6,18930,4,Maryland,1951x10x29
1951,6,18930,5,Georgia Tech,1951x10x29
1951,6,18930,6,Princeton,1951x10x29
1951,6,18930,7,USC,1951x10x29
1951,6,18930,8,Baylor,1951x10x29
1951,6,18930,9,California,1951x10x29
1951,6,18930,10,Wisconsin,1951x10x29
1951,6,18930,11,Stanford,1951x10x29
1951,6,18930,12,Texas,1951x10x29
1951,6,18930,13,Notre Dame,1951x10x29
1951,6,18930,14,Kentucky,1951x10x29
1951,6,18930,15,Michigan,1951x10x29
1951,6,18930,16,Washington St.,1951x10x29
1951,6,18930,17,Oklahoma,1951x10x29
1951,6,18930,18,Texas A&M,1951x10x29
1951,6,18930,19,Miami,1951x10x29
1951,6,18930,20,San Francisco,1951x10x29
1951,7,18937,1,Tennessee,1951x11x05
1951,7,18937,2,Illinois,1951x11x05
1951,7,18937,3,Maryland,1951x11x05
1951,7,18937,4,Princeton,1951x11x05
1951,7,18937,5,Michigan St.,1951x11x05
1951,7,18937,6,USC,1951x11x05
1951,7,18937,7,Stanford,1951x11x05
1951,7,18937,8,Georgia Tech,1951x11x05
1951,7,18937,9,Wisconsin,1951x11x05
1951,7,18937,10,Texas,1951x11x05
1951,7,18937,11,Notre Dame,1951x11x05
1951,7,18937,12,Kentucky,1951x11x05
1951,7,18937,13,TCU,1951x11x05
1951,7,18937,14,Oklahoma,1951x11x05
1951,7,18937,15,San Francisco,1951x11x05
1951,7,18937,16,Baylor,1951x11x05
1951,7,18937,17,California,1951x11x05
1951,7,18937,17,Washington St.,1951x11x05
1951,7,18937,19,Pacific,1951x11x05
1951,7,18937,20,Arkansas,1951x11x05
1951,7,18937,20,Ohio State,1951x11x05
1951,8,18944,1,Michigan St.,1951x11x12
1951,8,18944,2,Tennessee,1951x11x12
1951,8,18944,3,Illinois,1951x11x12
1951,8,18944,4,Stanford,1951x11x12
1951,8,18944,5,Maryland,1951x11x12
1951,8,18944,6,Princeton,1951x11x12
1951,8,18944,7,Georgia Tech,1951x11x12
1951,8,18944,8,Wisconsin,1951x11x12
1951,8,18944,9,Kentucky,1951x11x12
1951,8,18944,10,Baylor,1951x11x12
1951,8,18944,11,USC,1951x11x12
1951,8,18944,12,Oklahoma,1951x11x12
1951,8,18944,13,TCU,1951x11x12
1951,8,18944,14,San Francisco,1951x11x12
1951,8,18944,15,Texas,1951x11x12
1951,8,18944,16,California,1951x11x12
1951,8,18944,17,Washington St.,1951x11x12
1951,8,18944,18,UCLA,1951x11x12
1951,8,18944,19,Rice,1951x11x12
1951,8,18944,20,Cincinnati,1951x11x12
1951,9,18951,1,Tennessee,1951x11x19
1951,9,18951,2,Michigan St.,1951x11x19
1951,9,18951,3,Stanford,1951x11x19
1951,9,18951,4,Maryland,1951x11x19
1951,9,18951,5,Princeton,1951x11x19
1951,9,18951,6,Illinois,1951x11x19
1951,9,18951,7,Georgia Tech,1951x11x19
1951,9,18951,8,Wisconsin,1951x11x19
1951,9,18951,9,Kentucky,1951x11x19
1951,9,18951,10,Baylor,1951x11x19
1951,9,18951,11,USC,1951x11x19
1951,9,18951,12,Oklahoma,1951x11x19
1951,9,18951,13,San Francisco,1951x11x19
1951,9,18951,14,Texas,1951x11x19
1951,9,18951,15,Virginia,1951x11x19
1951,9,18951,16,Holy Cross,1951x11x19
1951,9,18951,17,Washington St.,1951x11x19
1951,9,18951,18,Rice,1951x11x19
1951,9,18951,19,California,1951x11x19
1951,9,18951,20,Bucknell,1951x11x19
1951,10,18958,1,Tennessee,1951x11x26
1951,10,18958,2,Michigan St.,1951x11x26
1951,10,18958,3,Maryland,1951x11x26
1951,10,18958,4,Illinois,1951x11x26
1951,10,18958,5,Princeton,1951x11x26
1951,10,18958,6,Georgia Tech,1951x11x26
1951,10,18958,7,Wisconsin,1951x11x26
1951,10,18958,8,Stanford,1951x11x26
1951,10,18958,9,Baylor,1951x11x26
1951,10,18958,10,Oklahoma,1951x11x26
1951,10,18958,11,TCU,1951x11x26
1951,10,18958,12,California,1951x11x26
1951,10,18958,13,Virginia,1951x11x26
1951,10,18958,14,San Francisco,1951x11x26
1951,10,18958,15,UCLA,1951x11x26
1951,10,18958,16,Texas,1951x11x26
1951,10,18958,17,Kentucky,1951x11x26
1951,10,18958,18,Washington St.,1951x11x26
1951,10,18958,19,Holy Cross,1951x11x26
1951,10,18958,20,USC,1951x11x26
1951,11,Final,1,Tennessee,1952x01x31
1951,11,Final,2,Michigan St.,1952x01x31
1951,11,Final,3,Maryland,1952x01x31
1951,11,Final,4,Illinois,1952x01x31
1951,11,Final,5,Georgia Tech,1952x01x31
1951,11,Final,6,Princeton,1952x01x31
1951,11,Final,7,Stanford,1952x01x31
1951,11,Final,8,Wisconsin,1952x01x31
1951,11,Final,9,Baylor,1952x01x31
1951,11,Final,10,Oklahoma,1952x01x31
1951,11,Final,11,TCU,1952x01x31
1951,11,Final,12,California,1952x01x31
1951,11,Final,13,Virginia,1952x01x31
1951,11,Final,14,San Francisco,1952x01x31
1951,11,Final,15,Kentucky,1952x01x31
1951,11,Final,16,Boston U.,1952x01x31
1951,11,Final,17,UCLA,1952x01x31
1951,11,Final,18,Washington St.,1952x01x31
1951,11,Final,19,Clemson,1952x01x31
1951,11,Final,19,Holy Cross,1952x01x31
1952,1,Preseason,1,Michigan St.,1952x08x01
1952,1,Preseason,2,Maryland,1952x08x01
1952,1,Preseason,3,Georgia Tech,1952x08x01
1952,1,Preseason,4,Oklahoma,1952x08x01
1952,1,Preseason,5,Illinois,1952x08x01
1952,1,Preseason,6,Tennessee,1952x08x01
1952,1,Preseason,7,Wisconsin,1952x08x01
1952,1,Preseason,8,California,1952x08x01
1952,1,Preseason,9,TCU,1952x08x01
1952,1,Preseason,10,Notre Dame,1952x08x01
1952,1,Preseason,11,Texas,1952x08x01
1952,1,Preseason,12,Pennsylvania,1952x08x01
1952,1,Preseason,13,Stanford,1952x08x01
1952,1,Preseason,14,Princeton,1952x08x01
1952,1,Preseason,15,Washington St.,1952x08x01
1952,1,Preseason,16,USC,1952x08x01
1952,1,Preseason,17,Kansas,1952x08x01
1952,1,Preseason,18,UCLA,1952x08x01
1952,1,Preseason,19,Duke,1952x08x01
1952,1,Preseason,20,Ohio State,1952x08x01
1952,2,19266,1,Michigan St.,1952x09x29
1952,2,19266,2,Illinois,1952x09x29
1952,2,19266,3,Maryland,1952x09x29
1952,2,19266,4,California,1952x09x29
1952,2,19266,5,Texas,1952x09x29
1952,2,19266,6,Georgia Tech,1952x09x29
1952,2,19266,7,USC,1952x09x29
1952,2,19266,8,Wisconsin,1952x09x29
1952,2,19266,9,Kansas,1952x09x29
1952,2,19266,10,Duke,1952x09x29
1952,2,19266,11,Tennessee,1952x09x29
1952,2,19266,12,Villanova,1952x09x29
1952,2,19266,13,Princeton,1952x09x29
1952,2,19266,14,UCLA,1952x09x29
1952,2,19266,15,Ohio State,1952x09x29
1952,2,19266,16,Virginia,1952x09x29
1952,2,19266,17,Rice,1952x09x29
1952,2,19266,18,Mississippi,1952x09x29
1952,2,19266,19,Notre Dame,1952x09x29
1952,2,19266,20,Oklahoma,1952x09x29
1952,3,19273,1,Wisconsin,1952x10x06
1952,3,19273,2,Michigan St.,1952x10x06
1952,3,19273,3,California,1952x10x06
1952,3,19273,4,Maryland,1952x10x06
1952,3,19273,5,Georgia Tech,1952x10x06
1952,3,19273,6,Duke,1952x10x06
1952,3,19273,7,USC,1952x10x06
1952,3,19273,8,Notre Dame,1952x10x06
1952,3,19273,9,Kansas,1952x10x06
1952,3,19273,10,Princeton,1952x10x06
1952,3,19273,11,UCLA,1952x10x06
1952,3,19273,12,Oklahoma,1952x10x06
1952,3,19273,13,Illinois,1952x10x06
1952,3,19273,14,Villanova,1952x10x06
1952,3,19273,15,Virginia,1952x10x06
1952,3,19273,16,Purdue,1952x10x06
1952,3,19273,17,Navy,1952x10x06
1952,3,19273,18,Alabama,1952x10x06
1952,3,19273,19,Georgia,1952x10x06
1952,3,19273,20,Penn State,1952x10x06
1952,4,19280,1,Michigan St.,1952x10x13
1952,4,19280,2,Maryland,1952x10x13
1952,4,19280,3,California,1952x10x13
1952,4,19280,4,Georgia Tech,1952x10x13
1952,4,19280,5,Duke,1952x10x13
1952,4,19280,6,Oklahoma,1952x10x13
1952,4,19280,7,USC,1952x10x13
1952,4,19280,8,Kansas,1952x10x13
1952,4,19280,9,Purdue,1952x10x13
1952,4,19280,10,UCLA,1952x10x13
1952,4,19280,11,Virginia,1952x10x13
1952,4,19280,12,Wisconsin,1952x10x13
1952,4,19280,13,Stanford,1952x10x13
1952,4,19280,14,Pennsylvania,1952x10x13
1952,4,19280,15,Villanova,1952x10x13
1952,4,19280,16,Ohio State,1952x10x13
1952,4,19280,17,Illinois,1952x10x13
1952,4,19280,18,Alabama,1952x10x13
1952,4,19280,19,Penn State,1952x10x13
1952,4,19280,20,Navy,1952x10x13
1952,5,19289,1,Michigan St.,1952x10x22
1952,5,19289,2,Maryland,1952x10x22
1952,5,19289,3,Oklahoma,1952x10x22
1952,5,19289,4,California,1952x10x22
1952,5,19289,5,Georgia Tech,1952x10x22
1952,5,19289,6,Duke,1952x10x22
1952,5,19289,7,USC,1952x10x22
