"","year","team","WC","LC","TC","W","L","T","conf","division"
"31107","1981","New Hampshire",0,0,0,1,1,0,"Partial",
"31364","1982","New Hampshire",0,0,0,1,2,0,"Partial",
"31618","1983","New Hampshire",0,0,0,1,1,0,"Partial",
"31865","1984","New Hampshire",0,0,0,1,1,0,"Partial",
"32120","1985","New Hampshire",0,0,0,1,1,0,"Partial",
"32370","1986","New Hampshire",0,0,0,2,1,0,"Partial",
"32620","1987","New Hampshire",0,0,0,2,1,0,"Partial",
"32858","1988","New Hampshire",0,0,0,1,2,0,"Partial",
"33097","1989","New Hampshire",0,0,0,0,2,0,"Partial",
"33327","1990","New Hampshire",0,0,0,3,0,0,"Partial",
"33575","1991","New Hampshire",0,0,0,3,2,0,"Partial",
"33819","1992","New Hampshire",0,0,0,1,2,0,"Partial",
"34060","1993","New Hampshire",0,0,0,0,3,0,"Partial",
"34290","1994","New Hampshire",0,0,0,3,1,0,"Partial",
"34593","1995","New Hampshire",4,4,0,6,5,0,"Yankee","NE"
"34946","1996","New Hampshire",6,2,0,8,3,0,"Yankee","NE"
"35291","1997","New Hampshire",5,3,0,5,6,0,"A10","NE"
"35626","1998","New Hampshire",3,5,0,4,7,0,"A10","NE"
"35975","1999","New Hampshire",3,5,0,5,6,0,"A10",
"36344","2000","New Hampshire",4,4,0,6,5,0,"A10",
"36708","2001","New Hampshire",2,7,0,4,7,0,"A10",
"37069","2002","New Hampshire",2,7,0,3,8,0,"A10",
"37420","2003","New Hampshire",3,6,0,5,7,0,"A10",
"37782","2004","New Hampshire",6,2,0,10,3,0,"A10","North"
"38152","2005","New Hampshire",7,1,0,11,2,0,"A10","North"
"38513","2006","New Hampshire",5,3,0,9,4,0,"A10","North"
"38881","2007","New Hampshire",4,4,0,7,5,0,"CAA","North"
"39256","2008","New Hampshire",6,2,0,10,3,0,"CAA","North"
"39629","2009","New Hampshire",6,2,0,10,3,0,"CAA","North"
"39991","2010","New Hampshire",5,3,0,8,5,0,"CAA",
"40348","2011","New Hampshire",6,2,0,8,4,0,"CAA",
"40704","2012","New Hampshire",6,2,0,8,4,0,"CAA",
"41063","2013","New Hampshire",6,2,0,10,5,0,"CAA",
"41448","2014","New Hampshire",8,0,0,12,2,0,"CAA",
"41811","2015","New Hampshire",5,3,0,7,5,0,"CAA",
"42168","2016","New Hampshire",6,2,0,8,5,0,"CAA",
"42530","2017","New Hampshire",5,3,0,9,5,0,"CAA",
"42892","2018","New Hampshire",3,5,0,4,7,0,"CAA",
"43258","2019","New Hampshire",5,3,0,6,5,0,"CAA",
"43554","2020","New Hampshire",0,1,0,0,1,0,"CAA","North"
"43859","2021","New Hampshire",2,6,0,3,8,0,"CAA",
"44220","2022","New Hampshire",7,1,0,9,4,0,"CAA",
"44577","2023","New Hampshire",4,4,0,6,5,0,"CAA",
"44950","2024","New Hampshire",6,2,0,8,5,0,"CAA",
"45324","2025","New Hampshire",6,2,0,8,5,0,"CAA",
"32859","1988","New Haven",0,0,0,1,0,0,"Partial",
"33820","1992","New Haven",0,0,0,4,1,0,"Partial",
"34061","1993","New Haven",0,0,0,2,1,0,"Partial",
"34291","1994","New Haven",0,0,0,0,1,0,"Partial",
"34594","1995","New Haven",0,0,0,1,1,0,"Partial",
"34947","1996","New Haven",0,0,0,1,1,0,"Partial",
"35292","1997","New Haven",0,0,0,5,2,0,"Partial",
"35627","1998","New Haven",0,0,0,1,2,0,"Partial",
"35976","1999","New Haven",0,0,0,1,3,0,"Partial",
"36345","2000","New Haven",0,0,0,0,4,0,"Partial",
"36709","2001","New Haven",0,0,0,1,0,0,"Partial",
"37421","2003","New Haven",0,0,0,0,1,0,"Partial",
"40349","2011","New Haven",0,0,0,1,2,0,"Partial",
"40705","2012","New Haven",0,0,0,0,1,0,"Partial",
"42893","2018","New Haven",0,0,0,1,2,0,"Partial",
"43860","2021","New Haven",0,0,0,1,1,0,"Partial",
"44221","2022","New Haven",0,0,0,0,1,0,"Partial",
"44578","2023","New Haven",0,0,0,0,1,0,"Partial",
"44951","2024","New Haven",0,0,0,0,1,0,"Partial",
"45325","2025","New Haven",0,0,0,5,5,0,"NEC",
"895","1892","New Mexico",0,0,0,0,2,0,"Minor",
"1097","1893","New Mexico",0,0,0,3,1,0,"Minor",
"1335","1894","New Mexico",0,0,0,1,1,1,"Minor",
"2820","1899","New Mexico",0,0,0,1,1,0,"Minor",
"3501","1901","New Mexico",0,0,0,0,3,1,"Minor",
"4233","1903","New Mexico",0,0,0,3,0,1,"Minor",
"4605","1904","New Mexico",0,0,0,1,0,0,"Minor",
"4981","1905","New Mexico",0,0,0,5,1,1,"Minor",
"5317","1906","New Mexico",0,0,0,3,1,0,"Minor",
"5639","1907","New Mexico",0,0,0,1,0,0,"Minor",
"5987","1908","New Mexico",0,0,0,5,1,0,"Minor",
"6351","1909","New Mexico",0,0,0,4,2,0,"Minor",
"6737","1910","New Mexico",0,0,0,0,3,0,"Minor",
"7107","1911","New Mexico",0,0,0,1,3,1,"Minor",
"7480","1912","New Mexico",0,0,0,0,4,0,"Minor",
"7858","1913","New Mexico",0,0,0,3,2,0,"Minor",
"8216","1914","New Mexico",0,0,0,3,1,1,"Minor",
"8590","1915","New Mexico",0,0,0,3,1,0,"Minor",
"8985","1916","New Mexico",0,0,0,3,2,0,"Minor",
"9381","1917","New Mexico",0,0,0,1,2,0,"Minor",
"10043","1919","New Mexico",0,0,0,3,0,2,"Minor",
"10435","1920","New Mexico",0,0,0,3,3,0,"Minor",
"10862","1921","New Mexico",0,0,0,2,2,0,"Minor",
"11336","1922","New Mexico",0,0,0,3,4,0,"Minor",
"11806","1923","New Mexico",0,0,0,3,5,0,"Minor",
"12273","1924","New Mexico",0,0,0,5,1,0,"Minor",
"12749","1925","New Mexico",0,0,0,2,4,1,"Minor",
"13236","1926","New Mexico",0,0,0,4,2,1,"Minor",
"13706","1927","New Mexico",0,0,0,8,0,1,"Minor",
"14181","1928","New Mexico",0,0,0,5,2,1,"Minor",
"14661","1929","New Mexico",0,0,0,2,4,2,"Minor",
"15126","1930","New Mexico",0,0,0,4,5,0,"Minor",
"15602","1931","New Mexico",1,1,1,3,3,1,"Border",
"16057","1932","New Mexico",1,3,1,1,6,1,"Border",
"16514","1933","New Mexico",2,2,0,3,4,1,"Border",
"16949","1934","New Mexico",3,1,0,8,1,0,"Border",
"17394","1935","New Mexico",3,2,0,6,4,0,"Border",
"17810","1936","New Mexico",1,4,0,2,7,0,"Border",
"18229","1937","New Mexico",2,3,1,4,4,1,"Border",
"18645","1938","New Mexico",4,2,0,8,3,0,"Border",
"19038","1939","New Mexico",4,2,0,8,2,0,"Border",
"19419","1940","New Mexico",4,2,0,5,4,0,"Border",
"19791","1941","New Mexico",3,2,1,5,4,1,"Border",
"20159","1942","New Mexico",3,4,0,4,5,2,"Border",
"20416","1943","New Mexico",0,0,0,3,2,0,"Minor",
"20657","1944","New Mexico",0,2,0,1,7,0,"Border",
"20914","1945","New Mexico",1,0,1,6,1,1,"Border",
"21215","1946","New Mexico",4,2,1,5,5,2,"Border",
"21569","1947","New Mexico",1,5,1,4,5,1,"Border",
"21916","1948","New Mexico",1,6,0,2,9,0,"Border",
"22261","1949","New Mexico",1,6,0,2,8,0,"Border",
"22598","1950","New Mexico",2,5,0,2,8,0,"Border",
"22920","1951","New Mexico",2,4,0,4,7,0,"Skyline",
"23239","1952","New Mexico",5,1,0,7,2,0,"Skyline",
"23544","1953","New Mexico",3,2,1,5,3,1,"Skyline",
"23843","1954","New Mexico",3,3,0,5,5,0,"Skyline",
"24141","1955","New Mexico",1,5,0,2,8,0,"Skyline",
"24436","1956","New Mexico",2,4,0,4,6,0,"Skyline",
"24724","1957","New Mexico",2,4,0,4,6,0,"Skyline",
"24999","1958","New Mexico",5,1,0,7,3,0,"Skyline",
"25264","1959","New Mexico",4,2,0,7,3,0,"Skyline",
"25535","1960","New Mexico",4,2,0,5,5,0,"Skyline",
"25798","1961","New Mexico",3,3,0,7,4,0,"Skyline",
"26066","1962","New Mexico",2,1,1,7,2,1,"WAC",
"26340","1963","New Mexico",3,1,0,6,4,0,"WAC",
"26607","1964","New Mexico",3,1,0,9,2,0,"WAC",
"26876","1965","New Mexico",2,3,0,3,7,0,"WAC",
"27149","1966","New Mexico",0,5,0,2,8,0,"WAC",
"27415","1967","New Mexico",0,5,0,1,9,0,"WAC",
"27680","1968","New Mexico",0,7,0,0,10,0,"WAC",
"27954","1969","New Mexico",1,5,0,4,6,0,"WAC",
"28226","1970","New Mexico",5,1,0,7,3,0,"WAC",
"28485","1971","New Mexico",5,1,0,6,3,2,"WAC",
"28738","1972","New Mexico",2,4,0,3,8,0,"WAC",
"28990","1973","New Mexico",3,4,0,4,7,0,"WAC",
"29246","1974","New Mexico",3,4,0,4,6,1,"WAC",
"29506","1975","New Mexico",4,3,0,6,5,0,"WAC",
"29770","1976","New Mexico",3,4,0,4,7,0,"WAC",
"30035","1977","New Mexico",2,5,0,5,7,0,"WAC",
"30307","1978","New Mexico",3,3,0,7,5,0,"WAC",
"30580","1979","New Mexico",3,4,0,6,6,0,"WAC",
"30846","1980","New Mexico",3,4,0,4,7,0,"WAC",
"31108","1981","New Mexico",3,4,1,4,7,1,"WAC",
"31365","1982","New Mexico",6,1,0,10,1,0,"WAC",
"31619","1983","New Mexico",4,3,0,6,6,0,"WAC",
"31866","1984","New Mexico",1,7,0,4,8,0,"WAC",
"32121","1985","New Mexico",2,6,0,3,8,0,"WAC",
"32371","1986","New Mexico",2,5,0,4,8,0,"WAC",
"32621","1987","New Mexico",0,8,0,0,11,0,"WAC",
"32860","1988","New Mexico",1,7,0,2,10,0,"WAC",
"33098","1989","New Mexico",0,7,0,2,10,0,"WAC",
"33328","1990","New Mexico",1,6,0,2,10,0,"WAC",
"33576","1991","New Mexico",2,6,0,3,9,0,"WAC",
"33821","1992","New Mexico",2,6,0,3,8,0,"WAC",
"34062","1993","New Mexico",4,4,0,6,5,0,"WAC",
"34292","1994","New Mexico",4,4,0,5,7,0,"WAC",
"34595","1995","New Mexico",2,6,0,4,7,0,"WAC",
"34948","1996","New Mexico",3,5,0,6,5,0,"WAC","Mountain"
"35293","1997","New Mexico",6,2,0,9,4,0,"WAC","Mountain"
"35628","1998","New Mexico",1,7,0,3,9,0,"WAC","Pacific"
"35977","1999","New Mexico",3,4,0,4,7,0,"MWC",
"36346","2000","New Mexico",3,4,0,5,7,0,"MWC",
"36710","2001","New Mexico",4,3,0,6,5,0,"MWC",
"37070","2002","New Mexico",5,2,0,7,7,0,"MWC",
"37422","2003","New Mexico",5,2,0,8,5,0,"MWC",
"37783","2004","New Mexico",5,2,0,7,5,0,"MWC",
"38153","2005","New Mexico",4,4,0,6,5,0,"MWC",
"38514","2006","New Mexico",4,4,0,6,7,0,"MWC",
"38882","2007","New Mexico",5,3,0,9,4,0,"MWC",
"39257","2008","New Mexico",2,6,0,4,8,0,"MWC",
"39630","2009","New Mexico",1,7,0,1,11,0,"MWC",
"39992","2010","New Mexico",1,7,0,1,11,0,"MWC",
"40350","2011","New Mexico",1,6,0,1,11,0,"MWC",
"40706","2012","New Mexico",1,7,0,4,9,0,"MWC",
"41064","2013","New Mexico",1,7,0,3,9,0,"MWC","Mountain"
"41449","2014","New Mexico",2,6,0,4,8,0,"MWC","Mountain"
"41812","2015","New Mexico",5,3,0,7,6,0,"MWC","Mountain"
"42169","2016","New Mexico",6,2,0,9,4,0,"MWC","Mountain"
"42531","2017","New Mexico",1,7,0,3,9,0,"MWC","Mountain"
"42894","2018","New Mexico",1,7,0,3,9,0,"MWC","Mountain"
"43259","2019","New Mexico",0,8,0,2,10,0,"MWC","Mountain"
"43555","2020","New Mexico",2,5,0,2,5,0,"MWC",
"43861","2021","New Mexico",1,7,0,3,9,0,"MWC","Mountain"
"44222","2022","New Mexico",0,8,0,2,10,0,"MWC","Mountain"
"44579","2023","New Mexico",2,6,0,4,8,0,"MWC",
"44952","2024","New Mexico",3,4,0,5,7,0,"MWC",
"45326","2025","New Mexico",6,2,0,9,4,0,"MWC",
"1098","1893","New Mexico St.",0,0,0,0,1,0,"Minor",
"1581","1895","New Mexico St.",0,0,0,2,0,0,"Minor",
"1890","1896","New Mexico St.",0,0,0,0,2,0,"Minor",
"2209","1897","New Mexico St.",0,0,0,1,0,1,"Minor",
"2509","1898","New Mexico St.",0,0,0,2,1,0,"Minor",
"2821","1899","New Mexico St.",0,0,0,1,0,0,"Minor",
"3170","1900","New Mexico St.",0,0,0,3,3,1,"Minor",
"3502","1901","New Mexico St.",0,0,0,2,1,0,"Minor",
"3855","1902","New Mexico St.",0,0,0,0,1,2,"Minor",
"4234","1903","New Mexico St.",0,0,0,2,0,1,"Minor",
"4606","1904","New Mexico St.",0,0,0,1,2,1,"Minor",
"4982","1905","New Mexico St.",0,0,0,3,0,0,"Minor",
"5318","1906","New Mexico St.",0,0,0,4,0,0,"Minor",
"5640","1907","New Mexico St.",0,0,0,3,0,0,"Minor",
"5988","1908","New Mexico St.",0,0,0,4,2,0,"Minor",
"6352","1909","New Mexico St.",0,0,0,1,3,1,"Minor",
"6738","1910","New Mexico St.",0,0,0,3,2,0,"Minor",
"7108","1911","New Mexico St.",0,0,0,7,0,0,"Minor",
"7481","1912","New Mexico St.",0,0,0,5,1,0,"Minor",
"7859","1913","New Mexico St.",0,0,0,7,0,1,"Minor",
"8217","1914","New Mexico St.",0,0,0,4,2,1,"Minor",
"8591","1915","New Mexico St.",0,0,0,3,1,0,"Minor",
"8986","1916","New Mexico St.",0,0,0,0,4,0,"Minor",
"9382","1917","New Mexico St.",0,0,0,4,2,0,"Minor",
"10044","1919","New Mexico St.",0,0,0,2,3,1,"Minor",
"10436","1920","New Mexico St.",0,0,0,5,1,1,"Minor",
"10863","1921","New Mexico St.",0,0,0,2,2,0,"Minor",
"11337","1922","New Mexico St.",0,0,0,5,2,0,"Minor",
"11807","1923","New Mexico St.",0,0,0,8,0,0,"Minor",
"12274","1924","New Mexico St.",0,0,0,7,3,0,"Minor",
"12750","1925","New Mexico St.",0,0,0,5,3,1,"Minor",
"13237","1926","New Mexico St.",0,0,0,5,3,1,"Minor",
"13707","1927","New Mexico St.",0,0,0,3,5,0,"Minor",
"14182","1928","New Mexico St.",0,0,0,4,5,0,"Minor",
"14662","1929","New Mexico St.",0,0,0,3,2,3,"Minor",
"15127","1930","New Mexico St.",0,0,0,5,3,0,"Minor",
"15603","1931","New Mexico St.",1,2,0,6,4,0,"Border",
"16058","1932","New Mexico St.",1,2,1,4,5,1,"Border",
"16515","1933","New Mexico St.",0,4,0,2,6,0,"Border",
"16950","1934","New Mexico St.",0,1,3,4,1,3,"Border",
"17395","1935","New Mexico St.",4,1,0,7,1,2,"Border",
"17811","1936","New Mexico St.",3,2,0,6,4,1,"Border",
"18230","1937","New Mexico St.",4,1,0,7,2,0,"Border",
"18646","1938","New Mexico St.",4,1,0,7,2,0,"Border",
"19039","1939","New Mexico St.",1,4,0,3,6,0,"Border",
"19420","1940","New Mexico St.",1,4,0,3,6,0,"Border",
"19792","1941","New Mexico St.",0,6,0,2,7,0,"Border",
"20160","1942","New Mexico St.",0,6,0,1,8,0,"Border",
"20417","1943","New Mexico St.",0,0,0,4,0,0,"Minor",
"21216","1946","New Mexico St.",1,4,0,4,5,0,"Border",
"21570","1947","New Mexico St.",1,4,0,3,6,0,"Border",
"21917","1948","New Mexico St.",0,4,0,3,7,0,"Border",
"22262","1949","New Mexico St.",1,4,0,4,6,0,"Border",
"22599","1950","New Mexico St.",1,4,0,2,7,0,"Border",
"22921","1951","New Mexico St.",1,4,0,1,9,0,"Border",
"23240","1952","New Mexico St.",1,2,1,2,6,1,"Border",
"23545","1953","New Mexico St.",1,4,0,2,7,0,"Border",
"23844","1954","New Mexico St.",0,4,0,0,9,0,"Border",
"24142","1955","New Mexico St.",0,4,0,3,7,0,"Border",
"24437","1956","New Mexico St.",0,4,0,1,9,0,"Border",
"24725","1957","New Mexico St.",0,4,0,3,7,0,"Border",
"25000","1958","New Mexico St.",1,3,0,4,6,0,"Border",
"25265","1959","New Mexico St.",2,2,0,8,3,0,"Border",
"25536","1960","New Mexico St.",4,0,0,11,0,0,"Border",
"25799","1961","New Mexico St.",2,1,0,5,4,1,"Border",
"26067","1962","New Mexico St.",0,0,0,4,6,0,"Indep",
"26341","1963","New Mexico St.",0,0,0,3,6,1,"Indep",
"26608","1964","New Mexico St.",0,0,0,6,4,0,"Indep",
"26877","1965","New Mexico St.",0,0,0,8,2,0,"Indep",
"27150","1966","New Mexico St.",0,0,0,7,3,0,"Indep",
"27416","1967","New Mexico St.",0,0,0,7,2,1,"Indep",
"27681","1968","New Mexico St.",0,0,0,5,5,0,"Indep",
"27955","1969","New Mexico St.",0,0,0,5,5,0,"Indep",
"28227","1970","New Mexico St.",0,0,0,4,6,0,"Indep",
"28486","1971","New Mexico St.",0,0,0,5,5,1,"Indep",
"28739","1972","New Mexico St.",1,4,0,2,9,0,"MVC",
"28991","1973","New Mexico St.",3,2,0,5,6,0,"MVC",
"29247","1974","New Mexico St.",2,3,0,5,6,0,"MVC",
"29507","1975","New Mexico St.",2,2,0,5,6,0,"MVC",
"29771","1976","New Mexico St.",2,1,1,4,6,1,"MVC",
"30036","1977","New Mexico St.",3,2,0,4,7,0,"MVC",
"30308","1978","New Mexico St.",5,1,0,6,5,0,"MVC",
"30581","1979","New Mexico St.",1,4,0,2,9,0,"MVC",
"30847","1980","New Mexico St.",1,4,1,3,7,1,"MVC",
"31109","1981","New Mexico St.",1,5,0,3,8,0,"MVC",
"31366","1982","New Mexico St.",1,4,0,3,8,0,"MVC",
"31620","1983","New Mexico St.",3,2,0,5,6,0,"MVC",
"31867","1984","New Mexico St.",1,6,0,2,9,0,"Big West",
"32122","1985","New Mexico St.",0,7,0,1,10,0,"Big West",
"32372","1986","New Mexico St.",1,6,0,1,10,0,"Big West",
"32622","1987","New Mexico St.",0,7,0,2,9,0,"Big West",
"32861","1988","New Mexico St.",0,7,0,1,10,0,"Big West",
"33099","1989","New Mexico St.",0,7,0,0,11,0,"Big West",
"33329","1990","New Mexico St.",1,6,0,1,10,0,"Big West",
"33577","1991","New Mexico St.",2,5,0,2,9,0,"Big West",
"33822","1992","New Mexico St.",3,3,0,6,5,0,"Big West",
"34063","1993","New Mexico St.",4,2,0,5,6,0,"Big West",
"34293","1994","New Mexico St.",2,4,0,3,8,0,"Big West",
"34596","1995","New Mexico St.",3,4,0,4,7,0,"Big West",
"34949","1996","New Mexico St.",0,5,0,1,10,0,"Big West",
"35294","1997","New Mexico St.",0,5,0,2,9,0,"Big West",
"35629","1998","New Mexico St.",1,4,0,3,8,0,"Big West",
"35978","1999","New Mexico St.",3,2,0,6,5,0,"Big West",
"36347","2000","New Mexico St.",1,4,0,3,8,0,"Big West",
"36711","2001","New Mexico St.",4,2,0,5,7,0,"Sun Belt",
"37071","2002","New Mexico St.",5,1,0,7,5,0,"Sun Belt",
"37423","2003","New Mexico St.",2,5,0,3,9,0,"Sun Belt",
"37784","2004","New Mexico St.",4,3,0,5,6,0,"Sun Belt",
"38154","2005","New Mexico St.",0,8,0,0,12,0,"WAC",
"38515","2006","New Mexico St.",2,6,0,4,8,0,"WAC",
"38883","2007","New Mexico St.",1,7,0,4,9,0,"WAC",
"39258","2008","New Mexico St.",1,7,0,3,9,0,"WAC",
"39631","2009","New Mexico St.",1,7,0,3,10,0,"WAC",
"39993","2010","New Mexico St.",1,7,0,2,10,0,"WAC",
"40351","2011","New Mexico St.",2,5,0,4,9,0,"WAC",
"40707","2012","New Mexico St.",0,6,0,1,11,0,"WAC",
"41065","2013","New Mexico St.",0,0,0,2,10,0,"Indep",
"41450","2014","New Mexico St.",1,7,0,2,10,0,"Sun Belt",
"41813","2015","New Mexico St.",3,5,0,3,9,0,"Sun Belt",
"42170","2016","New Mexico St.",2,6,0,3,9,0,"Sun Belt",
"42532","2017","New Mexico St.",4,4,0,7,6,0,"Sun Belt",
"42895","2018","New Mexico St.",0,0,0,3,9,0,"Indep",
"43260","2019","New Mexico St.",0,0,0,2,10,0,"Indep",
"43556","2020","New Mexico St.",0,0,0,1,1,0,"No team",
"43862","2021","New Mexico St.",0,0,0,2,10,0,"Indep",
"44223","2022","New Mexico St.",0,0,0,7,6,0,"Indep",
"44580","2023","New Mexico St.",7,1,0,10,5,0,"CUSA",
"44953","2024","New Mexico St.",2,6,0,3,9,0,"CUSA",
"45327","2025","New Mexico St.",2,6,0,4,8,0,"CUSA",
"7860","1913","Newberry",0,0,0,0,1,0,"Partial",
"8218","1914","Newberry",0,0,0,5,3,1,"Indep",
"8592","1915","Newberry",0,0,0,2,5,0,"Indep",
"8987","1916","Newberry",0,0,0,5,2,0,"Indep",
"9383","1917","Newberry",0,0,0,0,6,0,"Indep",
"10045","1919","Newberry",0,0,0,1,4,2,"Indep",
"10437","1920","Newberry",0,0,0,1,7,0,"Indep",
"10864","1921","Newberry",0,0,0,3,3,1,"Indep",
"11338","1922","Newberry",0,0,0,2,5,0,"Indep",
"11808","1923","Newberry",0,0,0,2,8,0,"Indep",
"12275","1924","Newberry",0,0,0,8,2,0,"Indep",
"12751","1925","Newberry",0,0,0,5,3,0,"Indep",
"13238","1926","Newberry",0,0,0,1,3,0,"Partial",
"13708","1927","Newberry",0,0,0,0,1,0,"Partial",
"14183","1928","Newberry",0,0,0,0,2,0,"Partial",
"14663","1929","Newberry",0,0,0,0,3,0,"Partial",
"15129","1930","Newberry",0,0,0,0,3,1,"Partial",
"15604","1931","Newberry",0,0,0,1,1,0,"Partial",
"16059","1932","Newberry",0,0,0,0,1,0,"Partial",
"16516","1933","Newberry",0,0,0,2,0,1,"Partial",
"16951","1934","Newberry",0,0,0,1,1,0,"Partial",
"17396","1935","Newberry",0,0,0,0,2,0,"Partial",
"17812","1936","Newberry",0,0,0,1,4,1,"Partial",
"18231","1937","Newberry",0,0,0,1,2,0,"Partial",
"18647","1938","Newberry",0,0,0,0,1,0,"Partial",
"19040","1939","Newberry",0,0,0,0,0,1,"Partial",
"19421","1940","Newberry",0,0,0,0,2,0,"Partial",
"19793","1941","Newberry",0,0,0,0,2,0,"Partial",
"20161","1942","Newberry",0,0,0,0,3,0,"Partial",
"20418","1943","Newberry",0,0,0,0,2,0,"Partial",
"20658","1944","Newberry",0,0,0,0,3,0,"Partial",
"20915","1945","Newberry",0,0,0,1,0,0,"Partial",
"21217","1946","Newberry",0,0,0,0,4,0,"Partial",
"21571","1947","Newberry",0,0,0,0,4,0,"Partial",
"21918","1948","Newberry",0,0,0,0,2,0,"Partial",
"22263","1949","Newberry",0,0,0,0,2,0,"Partial",
"22600","1950","Newberry",0,0,0,0,1,0,"Partial",
"22922","1951","Newberry",0,0,0,0,4,0,"Partial",
"23241","1952","Newberry",0,0,0,0,2,0,"Partial",
"23546","1953","Newberry",0,0,0,1,1,0,"Partial",
"23845","1954","Newberry",0,0,0,2,1,1,"Partial",
"24143","1955","Newberry",0,0,0,2,1,0,"Partial",
"24438","1956","Newberry",0,0,0,1,1,1,"Partial",
"24726","1957","Newberry",0,0,0,2,1,1,"Partial",
"25001","1958","Newberry",0,0,0,3,0,0,"Partial",
"25266","1959","Newberry",0,0,0,3,1,0,"Partial",
"25537","1960","Newberry",0,0,0,1,2,0,"Partial",
"25800","1961","Newberry",0,0,0,0,1,0,"Partial",
"26068","1962","Newberry",0,0,0,0,1,0,"Partial",
"26342","1963","Newberry",0,0,0,0,1,0,"Partial",
"26609","1964","Newberry",0,0,0,0,1,0,"Partial",
"26878","1965","Newberry",0,0,0,0,2,0,"Partial",
"27151","1966","Newberry",0,0,0,1,1,0,"Partial",
"27417","1967","Newberry",0,0,0,0,2,0,"Partial",
"27682","1968","Newberry",0,0,0,0,2,0,"Partial",
"30582","1979","Newberry",0,0,0,0,1,0,"Partial",
"30848","1980","Newberry",0,0,0,0,1,0,"Partial",
"31110","1981","Newberry",0,0,0,0,1,0,"Partial",
"31367","1982","Newberry",0,0,0,0,1,0,"Partial",
"31621","1983","Newberry",0,0,0,1,0,0,"Partial",
"31868","1984","Newberry",0,0,0,0,1,0,"Partial",
"32123","1985","Newberry",0,0,0,0,1,0,"Partial",
"32373","1986","Newberry",0,0,0,1,1,0,"Partial",
"32623","1987","Newberry",0,0,0,0,2,0,"Partial",
"32862","1988","Newberry",0,0,0,0,1,0,"Partial",
"33100","1989","Newberry",0,0,0,0,1,0,"Partial",
"33330","1990","Newberry",0,0,0,0,1,0,"Partial",
"34597","1995","Newberry",0,0,0,2,1,0,"Partial",
"34950","1996","Newberry",0,0,0,1,1,0,"Partial",
"35295","1997","Newberry",0,0,0,1,1,0,"Partial",
"35630","1998","Newberry",0,0,0,1,0,0,"Partial",
"35979","1999","Newberry",0,0,0,1,0,0,"Partial",
"36348","2000","Newberry",0,0,0,0,1,0,"Partial",
"37072","2002","Newberry",0,0,0,0,2,0,"Partial",
"37424","2003","Newberry",0,0,0,0,1,0,"Partial",
"37785","2004","Newberry",0,0,0,1,0,0,"Partial",
"38155","2005","Newberry",0,0,0,0,1,0,"Partial",
"38516","2006","Newberry",0,0,0,2,1,0,"Partial",
"39632","2009","Newberry",0,0,0,0,1,0,"Partial",
"39994","2010","Newberry",0,0,0,0,1,0,"Partial",
"41066","2013","Newberry",0,0,0,0,1,0,"Partial",
"41451","2014","Newberry",0,0,0,0,1,0,"Partial",
"41814","2015","Newberry",0,0,0,0,2,0,"Partial",
"42171","2016","Newberry",0,0,0,0,1,0,"Partial",
"42533","2017","Newberry",0,0,0,0,1,0,"Partial",
"42896","2018","Newberry",0,0,0,0,1,0,"Partial",
"43863","2021","Newberry",0,0,0,1,1,0,"Partial",
"45328","2025","Newberry",0,0,0,3,1,0,"Partial",
"2213","1897","Niagara",0,0,0,0,1,0,"Partial",
"3857","1902","Niagara",0,0,0,0,1,0,"Partial",
"4237","1903","Niagara",0,0,0,0,3,0,"Partial",
"4607","1904","Niagara",0,0,0,0,1,0,"Partial",
"5319","1906","Niagara",0,0,0,0,2,0,"Partial",
"5642","1907","Niagara",0,0,0,1,1,0,"Partial",
"6354","1909","Niagara",0,0,0,0,1,0,"Partial",
"9713","1918","Niagara",0,0,0,0,1,0,"Partial",
"11339","1922","Niagara",0,0,0,0,1,0,"Partial",
"11810","1923","Niagara",0,0,0,0,1,0,"Partial",
"12277","1924","Niagara",0,0,0,0,2,0,"Partial",
"12752","1925","Niagara",0,0,0,0,2,0,"Partial",
"13241","1926","Niagara",0,0,0,1,3,0,"Partial",
"13709","1927","Niagara",0,0,0,1,3,0,"Partial",
"14186","1928","Niagara",0,0,0,1,2,0,"Partial",
"14664","1929","Niagara",0,0,0,0,3,0,"Partial",
"15130","1930","Niagara",0,0,0,0,2,0,"Partial",
"15605","1931","Niagara",0,0,0,0,2,0,"Partial",
"16060","1932","Niagara",0,0,0,0,2,0,"Partial",
"16517","1933","Niagara",0,0,0,1,0,0,"Partial",
"16952","1934","Niagara",0,0,0,1,0,0,"Partial",
"17397","1935","Niagara",0,0,0,0,1,0,"Partial",
"17813","1936","Niagara",0,0,0,0,1,0,"Partial",
"18232","1937","Niagara",0,0,0,0,1,0,"Partial",
"18648","1938","Niagara",0,0,0,0,2,0,"Partial",
"19794","1941","Niagara",0,0,0,0,1,0,"Partial",
"21572","1947","Niagara",0,0,0,0,3,0,"Partial",
"21919","1948","Niagara",0,0,0,0,2,1,"Partial",
"22265","1949","Niagara",0,0,0,0,3,0,"Partial",
"22601","1950","Niagara",0,0,0,1,1,0,"Partial",
"28740","1972","Nicholls",0,0,0,0,2,0,"Partial",
"28992","1973","Nicholls",0,0,0,0,3,0,"Partial",
"29248","1974","Nicholls",0,0,0,0,2,0,"Partial",
"29508","1975","Nicholls",0,0,0,2,0,0,"Partial",
