"","year","team","WC","LC","TC","W","L","T","conf","division"
"32160","1985","San Diego St.",3,4,1,5,6,1,"WAC",
"32412","1986","San Diego St.",7,1,0,8,4,0,"WAC",
"32657","1987","San Diego St.",4,4,0,5,7,0,"WAC",
"32895","1988","San Diego St.",3,5,0,3,8,0,"WAC",
"33134","1989","San Diego St.",4,3,0,6,5,1,"WAC",
"33365","1990","San Diego St.",5,2,0,6,5,0,"WAC",
"33613","1991","San Diego St.",6,1,1,8,4,1,"WAC",
"33859","1992","San Diego St.",5,3,0,5,5,1,"WAC",
"34098","1993","San Diego St.",4,4,0,6,6,0,"WAC",
"34328","1994","San Diego St.",2,6,0,4,7,0,"WAC",
"34646","1995","San Diego St.",5,3,0,8,4,0,"WAC",
"34997","1996","San Diego St.",6,2,0,8,3,0,"WAC","Pacific"
"35343","1997","San Diego St.",4,4,0,5,7,0,"WAC","Pacific"
"35677","1998","San Diego St.",7,1,0,7,5,0,"WAC","Pacific"
"36031","1999","San Diego St.",3,4,0,5,6,0,"MWC",
"36400","2000","San Diego St.",3,4,0,3,8,0,"MWC",
"36760","2001","San Diego St.",2,5,0,3,8,0,"MWC",
"37119","2002","San Diego St.",4,3,0,4,9,0,"MWC",
"37477","2003","San Diego St.",3,4,0,6,6,0,"MWC",
"37837","2004","San Diego St.",2,5,0,4,7,0,"MWC",
"38210","2005","San Diego St.",4,4,0,5,7,0,"MWC",
"38566","2006","San Diego St.",3,5,0,3,9,0,"MWC",
"38935","2007","San Diego St.",3,5,0,4,8,0,"MWC",
"39311","2008","San Diego St.",1,7,0,2,10,0,"MWC",
"39679","2009","San Diego St.",2,6,0,4,8,0,"MWC",
"40045","2010","San Diego St.",5,3,0,9,4,0,"MWC",
"40402","2011","San Diego St.",4,3,0,8,5,0,"MWC",
"40757","2012","San Diego St.",7,1,0,9,4,0,"MWC",
"41124","2013","San Diego St.",6,2,0,8,5,0,"MWC","West"
"41502","2014","San Diego St.",5,3,0,7,6,0,"MWC","West"
"41864","2015","San Diego St.",8,0,0,11,3,0,"MWC","West"
"42226","2016","San Diego St.",6,2,0,11,3,0,"MWC","West"
"42581","2017","San Diego St.",6,2,0,10,3,0,"MWC","West"
"42947","2018","San Diego St.",4,4,0,7,6,0,"MWC","West"
"43312","2019","San Diego St.",5,3,0,10,3,0,"MWC","West"
"43593","2020","San Diego St.",4,2,0,4,4,0,"MWC",
"43916","2021","San Diego St.",7,1,0,12,2,0,"MWC","West"
"44276","2022","San Diego St.",5,3,0,7,6,0,"MWC","West"
"44628","2023","San Diego St.",2,6,0,4,8,0,"MWC",
"45006","2024","San Diego St.",2,5,0,3,9,0,"MWC",
"45380","2025","San Diego St.",6,2,0,9,4,0,"MWC",
"12841","1925","San Francisco",0,0,0,0,1,0,"Partial",
"13323","1926","San Francisco",0,0,0,0,2,0,"Partial",
"13789","1927","San Francisco",0,0,0,1,1,1,"Partial",
"14262","1928","San Francisco",0,0,0,2,2,0,"Partial",
"14738","1929","San Francisco",0,0,0,1,1,1,"Partial",
"15207","1930","San Francisco",0,0,0,6,3,0,"Indep",
"15681","1931","San Francisco",0,0,0,4,4,2,"Indep",
"16142","1932","San Francisco",0,0,0,2,6,0,"Indep",
"16588","1933","San Francisco",0,0,0,1,6,1,"Indep",
"17027","1934","San Francisco",0,0,0,3,3,1,"Indep",
"17467","1935","San Francisco",0,0,0,5,3,0,"Indep",
"17883","1936","San Francisco",0,0,0,4,4,2,"Indep",
"18299","1937","San Francisco",0,0,0,4,5,1,"Indep",
"18712","1938","San Francisco",0,0,0,5,2,1,"Indep",
"19100","1939","San Francisco",0,0,0,4,3,3,"Indep",
"19480","1940","San Francisco",0,0,0,1,6,1,"Indep",
"19851","1941","San Francisco",0,0,0,6,4,0,"Indep",
"20213","1942","San Francisco",0,0,0,6,4,0,"Indep",
"20458","1943","San Francisco",0,0,0,1,7,0,"Indep",
"21275","1946","San Francisco",0,0,0,3,6,0,"Indep",
"21628","1947","San Francisco",0,0,0,7,3,0,"Indep",
"21977","1948","San Francisco",0,0,0,2,7,0,"Indep",
"22326","1949","San Francisco",0,0,0,7,3,0,"Indep",
"22656","1950","San Francisco",0,0,0,7,4,0,"Indep",
"22972","1951","San Francisco",0,0,0,9,0,0,"Indep",
"26920","1965","San Francisco",0,0,0,0,1,0,"Partial",
"27192","1966","San Francisco",0,0,0,0,1,0,"Partial",
"27457","1967","San Francisco",0,0,0,0,1,0,"Partial",
"27724","1968","San Francisco",0,0,0,0,2,0,"Partial",
"28000","1969","San Francisco",0,0,0,0,1,0,"Partial",
"28271","1970","San Francisco",0,0,0,0,1,0,"Partial",
"28527","1971","San Francisco",0,0,0,0,1,0,"Partial",
"16143","1932","San Francisco St.",0,0,0,0,2,0,"Partial",
"16589","1933","San Francisco St.",0,0,0,0,1,0,"Partial",
"17028","1934","San Francisco St.",0,0,0,0,1,0,"Partial",
"19101","1939","San Francisco St.",0,0,0,0,1,0,"Partial",
"19481","1940","San Francisco St.",0,0,0,0,1,0,"Partial",
"21978","1948","San Francisco St.",0,0,0,0,1,0,"Partial",
"22973","1951","San Francisco St.",0,0,0,1,1,0,"Partial",
"23292","1952","San Francisco St.",0,0,0,0,2,0,"Partial",
"23594","1953","San Francisco St.",0,0,0,1,1,0,"Partial",
"23893","1954","San Francisco St.",0,0,0,3,1,0,"Partial",
"24193","1955","San Francisco St.",0,0,0,1,2,0,"Partial",
"24487","1956","San Francisco St.",0,0,0,1,2,0,"Partial",
"24769","1957","San Francisco St.",0,0,0,1,2,0,"Partial",
"25043","1958","San Francisco St.",0,0,0,1,1,0,"Partial",
"25310","1959","San Francisco St.",0,0,0,1,0,0,"Partial",
"25581","1960","San Francisco St.",0,0,0,1,0,0,"Partial",
"25846","1961","San Francisco St.",0,0,0,1,0,0,"Partial",
"26109","1962","San Francisco St.",0,0,0,0,0,1,"Partial",
"26382","1963","San Francisco St.",0,0,0,1,0,0,"Partial",
"26649","1964","San Francisco St.",0,0,0,1,1,0,"Partial",
"26921","1965","San Francisco St.",0,0,0,1,0,0,"Partial",
"27193","1966","San Francisco St.",0,0,0,1,0,0,"Partial",
"27458","1967","San Francisco St.",0,0,0,1,1,0,"Partial",
"27725","1968","San Francisco St.",0,0,0,0,1,0,"Partial",
"28001","1969","San Francisco St.",0,0,0,1,1,0,"Partial",
"28782","1972","San Francisco St.",0,0,0,0,1,0,"Partial",
"29033","1973","San Francisco St.",0,0,0,1,0,0,"Partial",
"29288","1974","San Francisco St.",0,0,0,0,1,0,"Partial",
"29812","1976","San Francisco St.",0,0,0,0,1,0,"Partial",
"30081","1977","San Francisco St.",0,0,0,0,1,0,"Partial",
"30350","1978","San Francisco St.",0,0,0,0,1,0,"Partial",
"32413","1986","San Francisco St.",0,0,0,0,1,0,"Partial",
"922","1892","San Jose St.",0,0,0,0,1,0,"Minor",
"1133","1893","San Jose St.",0,0,0,0,1,0,"Minor",
"1630","1895","San Jose St.",0,0,0,0,0,1,"Minor",
"1943","1896","San Jose St.",0,0,0,0,0,1,"Minor",
"2563","1898","San Jose St.",0,0,0,4,1,1,"Minor",
"2880","1899","San Jose St.",0,0,0,5,2,1,"Minor",
"3220","1900","San Jose St.",0,0,0,3,3,1,"Minor",
"10943","1921","San Jose St.",0,0,0,1,5,0,"Minor",
"11423","1922","San Jose St.",0,0,0,2,5,1,"Minor",
"11893","1923","San Jose St.",0,0,0,0,6,0,"Minor",
"12356","1924","San Jose St.",0,0,0,1,4,0,"Minor",
"12843","1925","San Jose St.",0,0,0,2,5,0,"Minor",
"13324","1926","San Jose St.",0,0,0,1,6,1,"Minor",
"13790","1927","San Jose St.",0,0,0,4,5,0,"Minor",
"14263","1928","San Jose St.",0,0,0,5,2,1,"Minor",
"14739","1929","San Jose St.",0,0,0,3,3,1,"Minor",
"15208","1930","San Jose St.",0,0,0,2,3,3,"Minor",
"15682","1931","San Jose St.",0,0,0,1,8,0,"Minor",
"16144","1932","San Jose St.",0,0,0,7,0,2,"Minor",
"16590","1933","San Jose St.",0,0,0,5,4,0,"Minor",
"17029","1934","San Jose St.",0,0,0,3,3,4,"Minor",
"17468","1935","San Jose St.",0,0,0,5,5,1,"Minor",
"17884","1936","San Jose St.",0,0,0,5,4,0,"Minor",
"18300","1937","San Jose St.",0,0,0,11,2,1,"Minor",
"18713","1938","San Jose St.",0,0,0,11,1,0,"Minor",
"19102","1939","San Jose St.",0,0,0,13,0,0,"Minor",
"19482","1940","San Jose St.",0,0,0,11,1,0,"Minor",
"19852","1941","San Jose St.",0,0,0,5,3,3,"Minor",
"20214","1942","San Jose St.",0,0,0,7,2,0,"Minor",
"21276","1946","San Jose St.",0,0,0,9,1,1,"Minor",
"21629","1947","San Jose St.",0,0,0,9,3,0,"Minor",
"21979","1948","San Jose St.",0,0,0,9,3,0,"Minor",
"22327","1949","San Jose St.",0,0,0,9,4,0,"Minor",
"22657","1950","San Jose St.",0,0,0,6,3,1,"Indep",
"22974","1951","San Jose St.",0,0,0,2,7,1,"Indep",
"23293","1952","San Jose St.",0,0,0,6,3,0,"Indep",
"23595","1953","San Jose St.",0,0,0,4,4,1,"Indep",
"23894","1954","San Jose St.",0,0,0,7,3,0,"Indep",
"24194","1955","San Jose St.",0,0,0,5,3,1,"Indep",
"24488","1956","San Jose St.",0,0,0,2,7,1,"Indep",
"24770","1957","San Jose St.",0,0,0,3,7,0,"Indep",
"25044","1958","San Jose St.",0,0,0,4,5,0,"Indep",
"25311","1959","San Jose St.",0,0,0,4,6,0,"Indep",
"25582","1960","San Jose St.",0,0,0,5,4,0,"Indep",
"25847","1961","San Jose St.",0,0,0,6,4,0,"Indep",
"26110","1962","San Jose St.",0,0,0,2,8,1,"Indep",
"26383","1963","San Jose St.",0,0,0,5,5,0,"Indep",
"26650","1964","San Jose St.",0,0,0,4,6,0,"Indep",
"26922","1965","San Jose St.",0,0,0,5,5,0,"Indep",
"27194","1966","San Jose St.",0,0,0,3,7,0,"Indep",
"27459","1967","San Jose St.",0,0,0,2,7,0,"Indep",
"27726","1968","San Jose St.",0,0,0,3,7,0,"Indep",
"28002","1969","San Jose St.",1,1,0,2,8,0,"Big West",
"28272","1970","San Jose St.",2,3,0,2,9,0,"Big West",
"28528","1971","San Jose St.",4,1,0,5,6,1,"Big West",
"28783","1972","San Jose St.",1,3,0,4,7,0,"Big West",
"29034","1973","San Jose St.",2,0,2,5,4,2,"Big West",
"29289","1974","San Jose St.",2,2,0,8,3,1,"Big West",
"29548","1975","San Jose St.",5,0,0,9,2,0,"Big West",
"29813","1976","San Jose St.",4,0,0,7,4,0,"Big West",
"30082","1977","San Jose St.",2,2,0,4,7,0,"Big West",
"30351","1978","San Jose St.",4,1,0,7,5,0,"Big West",
"30621","1979","San Jose St.",2,3,0,4,7,0,"Big West",
"30889","1980","San Jose St.",3,2,0,7,4,0,"Big West",
"31149","1981","San Jose St.",5,0,0,9,3,0,"Big West",
"31405","1982","San Jose St.",4,2,0,8,3,0,"Big West",
"31663","1983","San Jose St.",3,3,0,5,6,0,"Big West",
"31910","1984","San Jose St.",5,2,0,6,5,0,"Big West",
"32161","1985","San Jose St.",2,4,1,2,8,1,"Big West",
"32414","1986","San Jose St.",7,0,0,10,2,0,"Big West",
"32658","1987","San Jose St.",7,0,0,10,2,0,"Big West",
"32896","1988","San Jose St.",4,3,0,4,8,0,"Big West",
"33135","1989","San Jose St.",5,2,0,6,5,0,"Big West",
"33366","1990","San Jose St.",7,0,0,9,2,1,"Big West",
"33614","1991","San Jose St.",6,1,0,6,4,1,"Big West",
"33860","1992","San Jose St.",4,2,0,7,4,0,"Big West",
"34099","1993","San Jose St.",2,4,0,2,9,0,"Big West",
"34329","1994","San Jose St.",3,3,0,3,8,0,"Big West",
"34647","1995","San Jose St.",3,4,0,3,8,0,"Big West",
"34998","1996","San Jose St.",3,5,0,3,9,0,"WAC","Pacific"
"35344","1997","San Jose St.",4,4,0,4,7,0,"WAC","Pacific"
"35678","1998","San Jose St.",3,5,0,4,8,0,"WAC","Pacific"
"36032","1999","San Jose St.",1,5,0,3,7,0,"WAC",
"36401","2000","San Jose St.",5,3,0,7,5,0,"WAC",
"36761","2001","San Jose St.",3,5,0,3,9,0,"WAC",
"37120","2002","San Jose St.",4,4,0,6,7,0,"WAC",
"37478","2003","San Jose St.",2,6,0,3,8,0,"WAC",
"37838","2004","San Jose St.",1,7,0,2,9,0,"WAC",
"38211","2005","San Jose St.",2,6,0,3,8,0,"WAC",
"38567","2006","San Jose St.",5,3,0,9,4,0,"WAC",
"38936","2007","San Jose St.",4,4,0,5,7,0,"WAC",
"39312","2008","San Jose St.",4,4,0,6,6,0,"WAC",
"39680","2009","San Jose St.",1,7,0,2,10,0,"WAC",
"40046","2010","San Jose St.",0,8,0,1,12,0,"WAC",
"40403","2011","San Jose St.",3,4,0,5,7,0,"WAC",
"40758","2012","San Jose St.",5,1,0,11,2,0,"WAC",
"41125","2013","San Jose St.",5,3,0,6,6,0,"MWC","West"
"41503","2014","San Jose St.",2,6,0,3,9,0,"MWC","West"
"41865","2015","San Jose St.",4,4,0,6,7,0,"MWC","West"
"42227","2016","San Jose St.",3,5,0,4,8,0,"MWC","West"
"42582","2017","San Jose St.",1,7,0,2,11,0,"MWC","West"
"42948","2018","San Jose St.",1,7,0,1,11,0,"MWC","West"
"43313","2019","San Jose St.",2,6,0,5,7,0,"MWC","West"
"43594","2020","San Jose St.",6,0,0,7,1,0,"MWC",
"43917","2021","San Jose St.",3,5,0,5,7,0,"MWC","West"
"44277","2022","San Jose St.",5,3,0,7,5,0,"MWC","West"
"44629","2023","San Jose St.",6,2,0,7,6,0,"MWC",
"45007","2024","San Jose St.",3,4,0,7,6,0,"MWC",
"45381","2025","San Jose St.",2,6,0,3,9,0,"MWC",
"2565","1898","Santa Clara",0,0,0,1,0,0,"Partial",
"2883","1899","Santa Clara",0,0,0,0,1,1,"Partial",
"10111","1919","Santa Clara",0,0,0,0,2,0,"Partial",
"10504","1920","Santa Clara",0,0,0,1,1,0,"Partial",
"11426","1922","Santa Clara",0,0,0,1,2,1,"Partial",
"11896","1923","Santa Clara",0,0,0,1,3,1,"Partial",
"12359","1924","Santa Clara",0,0,0,0,3,1,"Partial",
"12845","1925","Santa Clara",0,0,0,2,4,0,"Partial",
"13326","1926","Santa Clara",0,0,0,1,4,0,"Partial",
"13793","1927","Santa Clara",0,0,0,2,3,2,"Partial",
"14266","1928","Santa Clara",0,0,0,2,3,0,"Partial",
"14740","1929","Santa Clara",0,0,0,2,2,0,"Partial",
"15210","1930","Santa Clara",0,0,0,1,3,1,"Partial",
"15684","1931","Santa Clara",0,0,0,2,4,0,"Partial",
"16145","1932","Santa Clara",0,0,0,6,3,0,"Indep",
"16592","1933","Santa Clara",0,0,0,6,2,1,"Indep",
"17031","1934","Santa Clara",0,0,0,7,2,1,"Indep",
"17469","1935","Santa Clara",0,0,0,3,6,0,"Indep",
"17885","1936","Santa Clara",0,0,0,8,1,0,"Indep",
"18301","1937","Santa Clara",0,0,0,9,0,0,"Indep",
"18714","1938","Santa Clara",0,0,0,6,2,0,"Indep",
"19103","1939","Santa Clara",0,0,0,5,1,3,"Indep",
"19483","1940","Santa Clara",0,0,0,6,1,1,"Indep",
"19853","1941","Santa Clara",0,0,0,6,3,0,"Indep",
"20216","1942","Santa Clara",0,0,0,7,2,0,"Indep",
"21278","1946","Santa Clara",0,0,0,2,5,1,"Indep",
"21630","1947","Santa Clara",0,0,0,4,4,0,"Indep",
"21982","1948","Santa Clara",0,0,0,7,2,1,"Indep",
"22328","1949","Santa Clara",0,0,0,8,2,1,"Indep",
"22658","1950","Santa Clara",0,0,0,3,7,0,"Indep",
"22976","1951","Santa Clara",0,0,0,3,5,1,"Indep",
"23294","1952","Santa Clara",0,0,0,2,6,1,"Indep",
"26111","1962","Santa Clara",0,0,0,0,1,0,"Partial",
"26651","1964","Santa Clara",0,0,0,2,0,0,"Partial",
"27460","1967","Santa Clara",0,0,0,1,0,0,"Partial",
"27727","1968","Santa Clara",0,0,0,0,2,0,"Partial",
"28003","1969","Santa Clara",0,0,0,2,4,0,"Partial",
"28273","1970","Santa Clara",0,0,0,1,4,1,"Partial",
"28529","1971","Santa Clara",0,0,0,1,4,0,"Partial",
"28784","1972","Santa Clara",0,0,0,1,3,0,"Partial",
"29035","1973","Santa Clara",0,0,0,1,5,0,"Partial",
"29290","1974","Santa Clara",0,0,0,2,2,0,"Partial",
"29549","1975","Santa Clara",0,0,0,1,2,0,"Partial",
"29814","1976","Santa Clara",0,0,0,1,3,0,"Partial",
"30083","1977","Santa Clara",0,0,0,0,3,0,"Partial",
"30352","1978","Santa Clara",0,0,0,0,3,0,"Partial",
"30622","1979","Santa Clara",0,0,0,0,2,0,"Partial",
"30890","1980","Santa Clara",0,0,0,1,2,0,"Partial",
"31150","1981","Santa Clara",0,0,0,0,1,0,"Partial",
"31406","1982","Santa Clara",0,0,0,0,1,0,"Partial",
"30891","1980","Savannah St.",0,0,0,1,0,0,"Partial",
"31151","1981","Savannah St.",0,0,0,0,1,0,"Partial",
"31407","1982","Savannah St.",0,0,0,0,1,0,"Partial",
"31664","1983","Savannah St.",0,0,0,0,2,0,"Partial",
"32162","1985","Savannah St.",0,0,0,0,1,0,"Partial",
"32659","1987","Savannah St.",0,0,0,0,1,0,"Partial",
"33136","1989","Savannah St.",0,0,0,0,1,0,"Partial",
"33367","1990","Savannah St.",0,0,0,0,1,0,"Partial",
"33615","1991","Savannah St.",0,0,0,1,1,0,"Partial",
"33861","1992","Savannah St.",0,0,0,0,2,0,"Partial",
"34100","1993","Savannah St.",0,0,0,0,1,0,"Partial",
"35679","1998","Savannah St.",0,0,0,0,1,0,"Partial",
"36033","1999","Savannah St.",0,0,0,0,2,0,"Partial",
"36402","2000","Savannah St.",0,0,0,0,4,0,"Partial",
"36762","2001","Savannah St.",1,1,0,2,7,0,"FCSIndep",
"37121","2002","Savannah St.",1,0,0,1,9,0,"FCSIndep",
"37479","2003","Savannah St.",0,0,0,0,12,0,"FCSIndep",
"37839","2004","Savannah St.",0,0,0,2,8,0,"FCSIndep",
"38212","2005","Savannah St.",0,0,0,0,11,0,"FCSIndep",
"38568","2006","Savannah St.",0,1,0,2,9,0,"FCSIndep",
"38937","2007","Savannah St.",0,1,0,1,9,0,"FCSIndep",
"39313","2008","Savannah St.",1,1,0,5,7,0,"FCSIndep",
"39681","2009","Savannah St.",0,2,0,2,8,0,"FCSIndep",
"40047","2010","Savannah St.",1,2,0,1,10,0,"FCSIndep",
"40404","2011","Savannah St.",1,7,0,1,10,0,"MEAC",
"40759","2012","Savannah St.",0,8,0,1,10,0,"MEAC",
"41126","2013","Savannah St.",0,8,0,1,11,0,"MEAC",
"41504","2014","Savannah St.",0,8,0,0,12,0,"MEAC",
"41866","2015","Savannah St.",1,7,0,1,9,0,"MEAC",
"42228","2016","Savannah St.",3,5,0,3,7,0,"MEAC",
"42583","2017","Savannah St.",3,5,0,3,8,0,"MEAC",
"42949","2018","Savannah St.",1,6,0,2,8,0,"MEAC",
"43314","2019","Savannah St.",0,0,0,0,2,0,"Partial",
"44630","2023","Savannah St.",0,0,0,0,1,0,"Partial",
"45008","2024","Savannah St.",0,0,0,0,1,0,"Partial",
"45382","2025","Savannah St.",0,0,0,0,1,0,"Partial",
"30084","1977","SC State",0,0,0,1,0,0,"Partial",
"31152","1981","SC State",0,0,0,1,1,0,"Partial",
"31408","1982","SC State",0,0,0,1,1,0,"Partial",
"31911","1984","SC State",0,0,0,0,1,0,"Partial",
"32163","1985","SC State",0,0,0,0,1,0,"Partial",
"32415","1986","SC State",0,0,0,0,1,0,"Partial",
"32660","1987","SC State",0,0,0,0,1,0,"Partial",
"32897","1988","SC State",0,0,0,0,1,0,"Partial",
"34648","1995","SC State",4,2,0,6,4,0,"MEAC",
"34999","1996","SC State",4,3,0,4,6,0,"MEAC",
"35345","1997","SC State",5,2,0,9,3,0,"MEAC",
"35680","1998","SC State",2,5,0,5,6,0,"MEAC",
"36034","1999","SC State",2,5,0,4,6,0,"MEAC",
"36403","2000","SC State",2,6,0,3,8,0,"MEAC",
"36763","2001","SC State",5,3,0,6,5,0,"MEAC",
"37122","2002","SC State",4,4,0,7,5,0,"MEAC",
"37480","2003","SC State",6,2,0,8,4,0,"MEAC",
"37840","2004","SC State",6,1,0,9,2,0,"MEAC",
"38213","2005","SC State",7,1,0,9,2,0,"MEAC",
"38569","2006","SC State",6,2,0,7,4,0,"MEAC",
"38938","2007","SC State",7,2,0,7,4,0,"MEAC",
"39314","2008","SC State",8,0,0,10,3,0,"MEAC",
"39682","2009","SC State",8,0,0,10,2,0,"MEAC",
"40048","2010","SC State",7,1,0,9,3,0,"MEAC",
"40405","2011","SC State",6,2,0,7,4,0,"MEAC",
"40760","2012","SC State",4,4,0,5,6,0,"MEAC",
"41127","2013","SC State",7,1,0,9,4,0,"MEAC",
"41505","2014","SC State",6,2,0,8,4,0,"MEAC",
"41867","2015","SC State",6,2,0,7,4,0,"MEAC",
"42229","2016","SC State",5,3,0,5,6,0,"MEAC",
"42584","2017","SC State",2,6,0,3,7,0,"MEAC",
"42950","2018","SC State",4,3,0,5,6,0,"MEAC",
"43315","2019","SC State",6,2,0,8,3,0,"MEAC",
"43595","2020","SC State",2,0,0,3,1,0,"MEAC",
"43918","2021","SC State",5,0,0,7,5,0,"MEAC",
"44278","2022","SC State",1,4,0,3,8,0,"MEAC",
"44631","2023","SC State",3,2,0,5,6,0,"MEAC",
"45009","2024","SC State",5,0,0,9,3,0,"MEAC",
"45383","2025","SC State",5,0,0,10,3,0,"MEAC",
"12362","1924","Scranton",0,0,0,1,0,0,"Partial",
"14271","1928","Scranton",0,0,0,0,1,0,"Partial",
"14741","1929","Scranton",0,0,0,0,1,0,"Partial",
"15212","1930","Scranton",0,0,0,0,2,0,"Partial",
"19105","1939","Scranton",0,0,0,2,0,0,"Partial",
"19485","1940","Scranton",0,0,0,1,1,0,"Partial",
"19855","1941","Scranton",0,0,0,0,1,0,"Partial",
"20698","1944","Scranton",0,0,0,0,2,0,"Partial",
"20963","1945","Scranton",0,0,0,0,3,1,"Partial",
"21279","1946","Scranton",0,0,0,1,2,0,"Partial",
"21631","1947","Scranton",0,0,0,0,2,0,"Partial",
"21983","1948","Scranton",0,0,0,0,1,0,"Partial",
"22329","1949","Scranton",0,0,0,0,4,0,"Partial",
"22659","1950","Scranton",0,0,0,1,0,0,"Partial",
"23596","1953","Scranton",0,0,0,0,1,0,"Partial",
"23895","1954","Scranton",0,0,0,0,1,0,"Partial",
"24195","1955","Scranton",0,0,0,1,0,0,"Partial",
"24489","1956","Scranton",0,0,0,0,1,0,"Partial",
"25045","1958","Scranton",0,0,0,1,1,0,"Partial",
"25312","1959","Scranton",0,0,0,1,0,0,"Partial",
"15213","1930","SE Louisiana",0,0,0,0,1,0,"Partial",
"15686","1931","SE Louisiana",0,0,0,0,0,1,"Partial",
"16147","1932","SE Louisiana",0,0,0,0,2,0,"Partial",
"16594","1933","SE Louisiana",0,0,0,0,1,0,"Partial",
"17033","1934","SE Louisiana",0,0,0,0,2,0,"Partial",
"17471","1935","SE Louisiana",0,0,0,1,1,0,"Partial",
"17888","1936","SE Louisiana",0,0,0,1,0,0,"Partial",
"18716","1938","SE Louisiana",0,0,0,0,1,1,"Partial",
"19486","1940","SE Louisiana",0,0,0,0,4,0,"Partial",
"19856","1941","SE Louisiana",0,0,0,0,3,0,"Partial",
"20218","1942","SE Louisiana",0,0,0,2,2,0,"Partial",
"21280","1946","SE Louisiana",0,0,0,4,0,0,"Partial",
"21632","1947","SE Louisiana",0,0,0,0,4,0,"Partial",
"21984","1948","SE Louisiana",0,0,0,0,3,1,"Partial",
"22330","1949","SE Louisiana",0,0,0,1,4,0,"Partial",
"22660","1950","SE Louisiana",0,0,0,3,2,0,"Partial",
"22977","1951","SE Louisiana",0,0,0,4,2,0,"Partial",
"23295","1952","SE Louisiana",0,0,0,2,1,2,"Partial",
"23597","1953","SE Louisiana",0,0,0,2,3,0,"Partial",
"23896","1954","SE Louisiana",0,0,0,5,0,0,"Partial",
"24196","1955","SE Louisiana",0,0,0,2,3,0,"Partial",
"24490","1956","SE Louisiana",0,0,0,2,2,0,"Partial",
"24771","1957","SE Louisiana",0,0,0,1,2,1,"Partial",
"25046","1958","SE Louisiana",0,0,0,1,3,0,"Partial",
"25313","1959","SE Louisiana",0,0,0,2,2,0,"Partial",
"25583","1960","SE Louisiana",0,0,0,2,1,0,"Partial",
"25848","1961","SE Louisiana",0,0,0,3,0,0,"Partial",
"26112","1962","SE Louisiana",0,0,0,2,1,0,"Partial",
"26384","1963","SE Louisiana",0,0,0,3,0,0,"Partial",
"26652","1964","SE Louisiana",0,0,0,2,1,0,"Partial",
"26923","1965","SE Louisiana",0,0,0,3,2,0,"Partial",
"27195","1966","SE Louisiana",0,0,0,1,3,0,"Partial",
"27461","1967","SE Louisiana",0,0,0,1,3,0,"Partial",
"27728","1968","SE Louisiana",0,0,0,0,5,0,"Partial",
"28004","1969","SE Louisiana",0,0,0,1,3,0,"Partial",
"28274","1970","SE Louisiana",0,0,0,1,4,0,"Partial",
"28530","1971","SE Louisiana",0,0,0,0,5,0,"Partial",
"28785","1972","SE Louisiana",0,0,0,1,4,0,"Partial",
"29036","1973","SE Louisiana",0,0,0,2,2,0,"Partial",
"29291","1974","SE Louisiana",0,0,0,2,2,0,"Partial",
"29550","1975","SE Louisiana",0,0,0,1,3,0,"Partial",
"29815","1976","SE Louisiana",0,0,0,4,0,0,"Partial",
"30085","1977","SE Louisiana",0,0,0,2,3,0,"Partial",
"30353","1978","SE Louisiana",0,0,0,3,3,0,"Partial",
"30623","1979","SE Louisiana",0,0,0,2,5,0,"Partial",
"30892","1980","SE Louisiana",0,0,0,4,1,0,"Partial",
"31153","1981","SE Louisiana",0,0,0,3,1,0,"Partial",
"31409","1982","SE Louisiana",0,0,0,2,2,0,"Partial",
"31665","1983","SE Louisiana",0,0,0,3,1,0,"Partial",
"31912","1984","SE Louisiana",0,0,0,2,4,0,"Partial",
"32164","1985","SE Louisiana",0,0,0,1,4,0,"Partial",
"37481","2003","SE Louisiana",0,1,0,5,7,0,"FCSIndep",
"37841","2004","SE Louisiana",0,0,0,7,4,0,"FCSIndep",
"38214","2005","SE Louisiana",2,4,0,4,6,0,"Southland",
"38570","2006","SE Louisiana",1,5,0,2,9,0,"Southland",
"38939","2007","SE Louisiana",2,5,0,3,8,0,"Southland",
"39315","2008","SE Louisiana",2,5,0,5,7,0,"Southland",
"39683","2009","SE Louisiana",4,3,0,6,5,0,"Southland",
"40049","2010","SE Louisiana",1,6,0,2,9,0,"Southland",
"40406","2011","SE Louisiana",1,6,0,3,8,0,"Southland",
"40762","2012","SE Louisiana",5,2,0,5,6,0,"Southland",
"41128","2013","SE Louisiana",7,0,0,11,3,0,"Southland",
"41506","2014","SE Louisiana",7,1,0,9,4,0,"Southland",
"41868","2015","SE Louisiana",3,6,0,4,7,0,"Southland",
"42230","2016","SE Louisiana",7,2,0,7,4,0,"Southland",
"42585","2017","SE Louisiana",6,3,0,6,5,0,"Southland",
"42951","2018","SE Louisiana",4,5,0,4,7,0,"Southland",
"43316","2019","SE Louisiana",6,3,0,8,5,0,"Southland",
"43596","2020","SE Louisiana",4,2,0,4,3,0,"Southland",
"43919","2021","SE Louisiana",6,2,0,9,4,0,"Southland",
"44279","2022","SE Louisiana",5,1,0,9,4,0,"Southland",
"44632","2023","SE Louisiana",2,4,0,3,8,0,"Southland",
"45010","2024","SE Louisiana",6,1,0,7,5,0,"Southland",
