year,name1,round,game,seed1,team1,score1,seed2,team2,score2,ot
2003,Midwest Regional,64,617,1,Kentucky,95,16,IUPUI,64,
2003,Midwest Regional,64,618,8,Oregon,58,9,Utah,60,
2003,Midwest Regional,64,619,5,Wisconsin,81,12,Weber St.,74,
2003,Midwest Regional,64,620,4,Dayton,71,13,Tulsa,84,
2003,Midwest Regional,64,621,6,Missouri,72,11,Southern Ill.,71,
2003,Midwest Regional,64,622,3,Marquette,72,14,Holy Cross,68,
2003,Midwest Regional,64,623,7,Indiana,67,10,Alabama,62,
2003,Midwest Regional,64,624,2,Pittsburgh,87,15,Wagner,61,
2003,West Regional,64,625,1,Arizona,80,16,Vermont,51,
2003,West Regional,64,626,8,Cincinnati,69,9,Gonzaga,74,
2003,West Regional,64,627,5,Notre Dame,70,12,Milwaukee,69,
2003,West Regional,64,628,4,Illinois,65,13,Western Ky.,60,
2003,West Regional,64,629,6,Creighton,73,11,Central Mich.,79,
2003,West Regional,64,630,3,Duke,67,14,Colorado St.,57,
2003,West Regional,64,631,7,Memphis,71,10,Arizona St.,84,
2003,West Regional,64,632,2,Kansas,64,15,Utah State,61,
2003,East Regional,32,501,1,Oklahoma,74,8,California,65,
2003,East Regional,32,502,12,Butler,79,4,Louisville,71,
2003,East Regional,32,503,6,Oklahoma St.,56,3,Syracuse,68,
2003,East Regional,32,504,10,Auburn,68,2,Wake Forest,62,
2003,South Regional,32,505,1,Texas,77,9,Purdue,67,
2003,South Regional,32,506,5,Connecticut,85,4,Stanford,74,
2003,South Regional,32,507,6,Maryland,77,3,Xavier,64,
2003,South Regional,32,508,7,Michigan St.,68,2,Florida,46,
2003,Midwest Regional,32,509,1,Kentucky,74,9,Utah,54,
2003,Midwest Regional,32,510,5,Wisconsin,61,13,Tulsa,60,
2003,Midwest Regional,32,511,6,Missouri,92,3,Marquette,101,OT
2003,Midwest Regional,32,512,7,Indiana,52,2,Pittsburgh,74,
2003,West Regional,32,513,1,Arizona,96,9,Gonzaga,95,2OT
2003,West Regional,32,514,5,Notre Dame,68,4,Illinois,60,
2003,West Regional,32,515,11,Central Mich.,60,3,Duke,86,
2003,West Regional,32,516,10,Arizona St.,76,2,Kansas,108,
2003,East Regional,16,401,1,Oklahoma,65,12,Butler,54,
2003,East Regional,16,402,3,Syracuse,79,10,Auburn,78,
2003,South Regional,16,403,1,Texas,82,5,Connecticut,78,
2003,South Regional,16,404,6,Maryland,58,7,Michigan St.,60,
2003,Midwest Regional,16,405,1,Kentucky,63,5,Wisconsin,57,
2003,Midwest Regional,16,406,3,Marquette,77,2,Pittsburgh,74,
2003,West Regional,16,407,1,Arizona,88,5,Notre Dame,71,
2003,West Regional,16,408,3,Duke,65,2,Kansas,69,
2003,East Regional,8,301,1,Oklahoma,47,3,Syracuse,63,
2003,South Regional,8,302,1,Texas,85,7,Michigan St.,76,
2003,Midwest Regional,8,303,1,Kentucky,69,3,Marquette,83,
2003,West Regional,8,304,1,Arizona,75,2,Kansas,78,
2003,Final Four,4,201,3,Syracuse,95,1,Texas,84,
2003,Final Four,4,202,3,Marquette,61,2,Kansas,94,
2003,Final Four,2,101,3,Syracuse,81,2,Kansas,78,
2004,Midwest Regional,128,700,16,Florida A&M,72,16,Lehigh,57,
2004,East Regional,64,601,1,St. Joseph's,82,16,Liberty,63,
2004,East Regional,64,602,8,Texas Tech,76,9,Charlotte,73,
2004,East Regional,64,603,5,Florida,60,12,Manhattan,75,
2004,East Regional,64,604,4,Wake Forest,79,13,VCU,78,
2004,East Regional,64,605,6,Wisconsin,76,11,Richmond,64,
2004,East Regional,64,606,3,Pittsburgh,53,14,UCF,44,
2004,East Regional,64,607,7,Memphis,59,10,South Carolina,43,
2004,East Regional,64,608,2,Oklahoma St.,75,15,Eastern Wash.,56,
2004,Midwest Regional,64,609,1,Kentucky,96,16,Florida A&M,76,
2004,Midwest Regional,64,610,8,Washington,100,9,UAB,102,
2004,Midwest Regional,64,611,5,Providence,58,12,Pacific,66,
2004,Midwest Regional,64,612,4,Kansas,78,13,UIC,53,
2004,Midwest Regional,64,613,6,Boston College,58,11,Utah,51,
2004,Midwest Regional,64,614,3,Georgia Tech,65,14,Northern Iowa,60,
2004,Midwest Regional,64,615,7,Michigan St.,66,10,Nevada,72,
2004,Midwest Regional,64,616,2,Gonzaga,76,15,Valparaiso,49,
2004,South Regional,64,617,1,Duke,96,16,Alabama St.,61,
2004,South Regional,64,618,8,Seton Hall,80,9,Arizona,76,
2004,South Regional,64,619,5,Illinois,72,12,Murray St.,53,
2004,South Regional,64,620,4,Cincinnati,80,13,ETSU,77,
2004,South Regional,64,621,6,North Carolina,63,11,Air Force,52,
2004,South Regional,64,622,3,Texas,66,14,Princeton,49,
2004,South Regional,64,623,7,Xavier,80,10,Louisville,70,
2004,South Regional,64,624,2,Miss State,85,15,Monmouth,52,
2004,West Regional,64,625,1,Stanford,71,16,UTSA,45,
2004,West Regional,64,626,8,Alabama,65,9,Southern Ill.,64,
2004,West Regional,64,627,5,Syracuse,80,12,BYU,75,
2004,West Regional,64,628,4,Maryland,86,13,UTEP,83,
2004,West Regional,64,629,6,Vanderbilt,71,11,Western Mich.,58,
2004,West Regional,64,630,3,NC State,61,14,Louisiana,52,
2004,West Regional,64,631,7,DePaul,76,10,Dayton,69,2OT
2004,West Regional,64,632,2,Connecticut,70,15,Vermont,53,
2004,East Regional,32,501,1,St. Joseph's,70,8,Texas Tech,65,
2004,East Regional,32,502,12,Manhattan,80,4,Wake Forest,84,
2004,East Regional,32,503,6,Wisconsin,55,3,Pittsburgh,59,
2004,East Regional,32,504,7,Memphis,53,2,Oklahoma St.,70,
2004,Midwest Regional,32,505,1,Kentucky,75,9,UAB,76,
2004,Midwest Regional,32,506,12,Pacific,63,4,Kansas,78,
2004,Midwest Regional,32,507,6,Boston College,54,3,Georgia Tech,57,
2004,Midwest Regional,32,508,10,Nevada,91,2,Gonzaga,72,
2004,South Regional,32,509,1,Duke,90,8,Seton Hall,62,
2004,South Regional,32,510,5,Illinois,92,4,Cincinnati,68,
2004,South Regional,32,511,6,North Carolina,75,3,Texas,78,
2004,South Regional,32,512,7,Xavier,89,2,Miss State,74,
2004,West Regional,32,513,1,Stanford,67,8,Alabama,70,
2004,West Regional,32,514,5,Syracuse,72,4,Maryland,70,
2004,West Regional,32,515,6,Vanderbilt,75,3,NC State,73,
2004,West Regional,32,516,7,DePaul,55,2,Connecticut,72,
2004,East Regional,16,401,1,St. Joseph's,84,4,Wake Forest,80,
2004,East Regional,16,402,3,Pittsburgh,51,2,Oklahoma St.,63,
2004,Midwest Regional,16,403,9,UAB,74,4,Kansas,100,
2004,Midwest Regional,16,404,3,Georgia Tech,72,10,Nevada,67,
2004,South Regional,16,405,1,Duke,72,5,Illinois,62,
2004,South Regional,16,406,3,Texas,71,7,Xavier,79,
2004,West Regional,16,407,8,Alabama,80,5,Syracuse,71,
2004,West Regional,16,408,6,Vanderbilt,53,2,Connecticut,73,
2004,East Regional,8,301,1,St. Joseph's,62,2,Oklahoma St.,64,
2004,Midwest Regional,8,302,4,Kansas,71,3,Georgia Tech,79,OT
2004,South Regional,8,303,1,Duke,66,7,Xavier,63,
2004,West Regional,8,304,8,Alabama,71,2,Connecticut,87,
2004,Final Four,4,201,2,Oklahoma St.,65,3,Georgia Tech,67,
2004,Final Four,4,202,1,Duke,78,2,Connecticut,79,
2004,Final Four,2,101,3,Georgia Tech,73,2,Connecticut,82,
2005,East Regional,128,700,16,Oakland,79,16,Alabama A&M,69,
2005,East Regional,64,601,1,North Carolina,96,16,Oakland,68,
2005,East Regional,64,602,8,Minnesota,53,9,Iowa State,64,
2005,East Regional,64,603,5,Villanova,55,12,New Mexico,47,
2005,East Regional,64,604,4,Florida,67,13,Ohio,62,
2005,East Regional,64,605,6,Wisconsin,57,11,Northern Iowa,52,
2005,East Regional,64,606,3,Kansas,63,14,Bucknell,64,
2005,East Regional,64,607,7,Charlotte,63,10,NC State,75,
2005,East Regional,64,608,2,Connecticut,77,15,UCF,71,
2005,South Regional,64,609,1,Duke,57,16,Delaware St.,46,
2005,South Regional,64,610,8,Stanford,70,9,Miss State,93,
2005,South Regional,64,611,5,Michigan St.,89,12,Old Dominion,81,
2005,South Regional,64,612,4,Syracuse,57,13,Vermont,60,OT
2005,South Regional,64,613,6,Utah,60,11,UTEP,54,
2005,South Regional,64,614,3,Oklahoma,84,14,Niagara,67,
2005,South Regional,64,615,7,Cincinnati,76,10,Iowa,64,
2005,South Regional,64,616,2,Kentucky,72,15,Eastern Ky.,64,
2005,Midwest Regional,64,617,1,Illinois,67,16,FDU,55,
2005,Midwest Regional,64,618,8,Texas,57,9,Nevada,61,
2005,Midwest Regional,64,619,5,Alabama,73,12,Milwaukee,83,
2005,Midwest Regional,64,620,4,Boston College,85,13,Pennsylvania,65,
2005,Midwest Regional,64,621,6,LSU,68,11,UAB,82,
2005,Midwest Regional,64,622,3,Arizona,66,14,Utah State,53,
2005,Midwest Regional,64,623,7,Southern Ill.,65,10,St. Mary's,56,
2005,Midwest Regional,64,624,2,Oklahoma St.,63,15,SE Louisiana,50,
2005,West Regional,64,625,1,Washington,88,16,Montana,77,
2005,West Regional,64,626,8,Pacific,79,9,Pittsburgh,71,
2005,West Regional,64,627,5,Georgia Tech,80,12,G. Washington,68,
2005,West Regional,64,628,4,Louisville,68,13,Louisiana,62,
2005,West Regional,64,629,6,Texas Tech,78,11,UCLA,66,
2005,West Regional,64,630,3,Gonzaga,74,14,Winthrop,64,
2005,West Regional,64,631,7,West Virginia,63,10,Creighton,61,
2005,West Regional,64,632,2,Wake Forest,70,15,Chattanooga,54,
2005,East Regional,32,501,1,North Carolina,92,9,Iowa State,65,
2005,East Regional,32,502,5,Villanova,76,4,Florida,65,
2005,East Regional,32,503,6,Wisconsin,71,14,Bucknell,62,
2005,East Regional,32,504,10,NC State,65,2,Connecticut,62,
2005,South Regional,32,505,1,Duke,63,9,Miss State,55,
2005,South Regional,32,506,5,Michigan St.,72,13,Vermont,61,
2005,South Regional,32,507,6,Utah,67,3,Oklahoma,58,
2005,South Regional,32,508,7,Cincinnati,60,2,Kentucky,69,
2005,Midwest Regional,32,509,1,Illinois,71,9,Nevada,59,
2005,Midwest Regional,32,510,12,Milwaukee,83,4,Boston College,75,
2005,Midwest Regional,32,511,11,UAB,63,3,Arizona,85,
2005,Midwest Regional,32,512,7,Southern Ill.,77,2,Oklahoma St.,85,
2005,West Regional,32,513,1,Washington,97,8,Pacific,79,
2005,West Regional,32,514,5,Georgia Tech,54,4,Louisville,76,
2005,West Regional,32,515,6,Texas Tech,71,3,Gonzaga,69,
2005,West Regional,32,516,7,West Virginia,111,2,Wake Forest,105,2OT
2005,East Regional,16,401,1,North Carolina,67,5,Villanova,66,
2005,East Regional,16,402,6,Wisconsin,65,10,NC State,56,
2005,South Regional,16,403,1,Duke,68,5,Michigan St.,78,
2005,South Regional,16,404,6,Utah,52,2,Kentucky,62,
2005,Midwest Regional,16,405,1,Illinois,77,12,Milwaukee,63,
2005,Midwest Regional,16,406,3,Arizona,79,2,Oklahoma St.,78,
2005,West Regional,16,407,1,Washington,79,4,Louisville,93,
2005,West Regional,16,408,6,Texas Tech,60,7,West Virginia,65,
2005,East Regional,8,301,1,North Carolina,88,6,Wisconsin,82,
2005,South Regional,8,302,5,Michigan St.,94,2,Kentucky,88,2OT
2005,Midwest Regional,8,303,1,Illinois,90,3,Arizona,89,OT
2005,West Regional,8,304,4,Louisville,93,7,West Virginia,85,OT
2005,Final Four,4,201,1,North Carolina,87,5,Michigan St.,71,
2005,Final Four,4,202,1,Illinois,72,4,Louisville,57,
2005,Final Four,2,101,1,North Carolina,75,1,Illinois,70,
2006,Midwest Regional,128,700,16,Monmouth,71,16,Hampton,49,
2006,East Regional,64,601,1,Connecticut,72,16,Albany,59,
2006,East Regional,64,602,8,Kentucky,69,9,UAB,64,
2006,East Regional,64,603,5,Washington,75,12,Utah State,61,
2006,East Regional,64,604,4,Illinois,78,13,Air Force,69,
2006,East Regional,64,605,6,Michigan St.,65,11,George Mason,75,
2006,East Regional,64,606,3,North Carolina,69,14,Murray St.,65,
2006,East Regional,64,607,7,Wichita St.,86,10,Seton Hall,66,
2006,East Regional,64,608,2,Tennessee,63,15,Winthrop,61,
2006,Midwest Regional,64,609,1,Villanova,58,16,Monmouth,45,
2006,Midwest Regional,64,610,8,Arizona,94,9,Wisconsin,75,
2006,Midwest Regional,64,611,5,Nevada,79,12,Montana,87,
2006,Midwest Regional,64,612,4,Boston College,88,13,Pacific,76,2OT
2006,Midwest Regional,64,613,6,Oklahoma,74,11,Milwaukee,82,
2006,Midwest Regional,64,614,3,Florida,76,14,South Alabama,50,
2006,Midwest Regional,64,615,7,Georgetown,54,10,Northern Iowa,49,
2006,Midwest Regional,64,616,2,Ohio State,70,15,Davidson,62,
2006,South Regional,64,617,1,Duke,70,16,Southern,54,
2006,South Regional,64,618,8,G. Washington,88,9,NC Wilmington,85,OT
2006,South Regional,64,619,5,Syracuse,58,12,Texas A&M,66,
2006,South Regional,64,620,4,LSU,80,13,Iona,64,
2006,South Regional,64,621,6,West Virginia,64,11,Southern Ill.,46,
2006,South Regional,64,622,3,Iowa,63,14,Northwestern St.,64,
2006,South Regional,64,623,7,California,52,10,NC State,58,
2006,South Regional,64,624,2,Texas,60,15,Pennsylvania,52,
2006,West Regional,64,625,1,Memphis,94,16,Oral Roberts,78,
2006,West Regional,64,626,8,Arkansas,55,9,Bucknell,59,
2006,West Regional,64,627,5,Pittsburgh,79,12,Kent State,64,
2006,West Regional,64,628,4,Kansas,73,13,Bradley,77,
2006,West Regional,64,629,6,Indiana,87,11,San Diego St.,83,
2006,West Regional,64,630,3,Gonzaga,79,14,Xavier,75,
2006,West Regional,64,631,7,Marquette,85,10,Alabama,90,
2006,West Regional,64,632,2,UCLA,78,15,Belmont,44,
2006,East Regional,32,501,1,Connecticut,87,8,Kentucky,83,
2006,East Regional,32,502,5,Washington,67,4,Illinois,64,
2006,East Regional,32,503,11,George Mason,65,3,North Carolina,60,
2006,East Regional,32,504,7,Wichita St.,80,2,Tennessee,73,
2006,Midwest Regional,32,505,1,Villanova,82,8,Arizona,78,
2006,Midwest Regional,32,506,12,Montana,56,4,Boston College,69,
2006,Midwest Regional,32,507,11,Milwaukee,60,3,Florida,82,
2006,Midwest Regional,32,508,7,Georgetown,70,2,Ohio State,52,
2006,South Regional,32,509,1,Duke,74,8,G. Washington,61,
2006,South Regional,32,510,12,Texas A&M,57,4,LSU,58,
2006,South Regional,32,511,6,West Virginia,67,14,Northwestern St.,54,
2006,South Regional,32,512,10,NC State,54,2,Texas,75,
2006,West Regional,32,513,1,Memphis,72,9,Bucknell,56,
2006,West Regional,32,514,5,Pittsburgh,66,13,Bradley,72,
2006,West Regional,32,515,6,Indiana,80,3,Gonzaga,90,
2006,West Regional,32,516,10,Alabama,59,2,UCLA,62,
2006,East Regional,16,401,1,Connecticut,98,5,Washington,92,OT
2006,East Regional,16,402,11,George Mason,63,7,Wichita St.,55,
2006,Midwest Regional,16,403,1,Villanova,60,4,Boston College,59,OT
2006,Midwest Regional,16,404,3,Florida,57,7,Georgetown,53,
2006,South Regional,16,405,1,Duke,54,4,LSU,62,
2006,South Regional,16,406,6,West Virginia,71,2,Texas,74,
2006,West Regional,16,407,1,Memphis,80,13,Bradley,64,
2006,West Regional,16,408,3,Gonzaga,71,2,UCLA,73,
2006,East Regional,8,301,1,Connecticut,84,11,George Mason,86,OT
2006,Midwest Regional,8,302,1,Villanova,62,3,Florida,75,
2006,South Regional,8,303,4,LSU,70,2,Texas,60,OT
2006,West Regional,8,304,1,Memphis,45,2,UCLA,50,
2006,Final Four,4,201,11,George Mason,58,3,Florida,73,
2006,Final Four,4,202,4,LSU,45,2,UCLA,59,
2006,Final Four,2,101,3,Florida,73,2,UCLA,57,
2007,West Regional,128,700,16,Niagara,77,16,Florida A&M,69,
2007,East Regional,64,601,1,North Carolina,86,16,Eastern Ky.,65,
2007,East Regional,64,602,8,Marquette,49,9,Michigan St.,61,
2007,East Regional,64,603,5,USC,77,12,Arkansas,60,
2007,East Regional,64,604,4,Texas,79,13,New Mexico St.,67,
2007,East Regional,64,605,6,Vanderbilt,77,11,G. Washington,44,
2007,East Regional,64,606,3,Washington St.,70,14,Oral Roberts,54,
2007,East Regional,64,607,7,Boston College,84,10,Texas Tech,75,
2007,East Regional,64,608,2,Georgetown,80,15,Belmont,55,
2007,South Regional,64,609,1,Ohio State,78,16,Central Conn.,57,
2007,South Regional,64,610,8,BYU,77,9,Xavier,79,
2007,South Regional,64,611,5,Tennessee,121,12,Long Beach St.,86,
2007,South Regional,64,612,4,Virginia,84,13,Albany,57,
2007,South Regional,64,613,6,Louisville,78,11,Stanford,58,
2007,South Regional,64,614,3,Texas A&M,68,14,Pennsylvania,52,
2007,South Regional,64,615,7,Nevada,77,10,Creighton,71,OT
2007,South Regional,64,616,2,Memphis,73,15,North Texas,58,
2007,Midwest Regional,64,617,1,Florida,112,16,Jackson St.,69,
2007,Midwest Regional,64,618,8,Arizona,63,9,Purdue,72,
2007,Midwest Regional,64,619,5,Butler,57,12,Old Dominion,46,
2007,Midwest Regional,64,620,4,Maryland,82,13,Davidson,70,
2007,Midwest Regional,64,621,6,Notre Dame,64,11,Winthrop,74,
2007,Midwest Regional,64,622,3,Oregon,58,14,Miami Ohio,56,
2007,Midwest Regional,64,623,7,UNLV,67,10,Georgia Tech,63,
2007,Midwest Regional,64,624,2,Wisconsin,76,15,TAMUCC,63,
2007,West Regional,64,625,1,Kansas,107,16,Niagara,67,
2007,West Regional,64,626,8,Kentucky,67,9,Villanova,58,
2007,West Regional,64,627,5,Virginia Tech,54,12,Illinois,52,
2007,West Regional,64,628,4,Southern Ill.,61,13,Holy Cross,51,
2007,West Regional,64,629,6,Duke,77,11,VCU,79,
2007,West Regional,64,630,3,Pittsburgh,79,14,Wright St.,58,
2007,West Regional,64,631,7,Indiana,70,10,Gonzaga,57,
2007,West Regional,64,632,2,UCLA,70,15,Weber St.,42,
2007,East Regional,32,501,1,North Carolina,81,9,Michigan St.,67,
2007,East Regional,32,502,5,USC,87,4,Texas,68,
2007,East Regional,32,503,6,Vanderbilt,78,3,Washington St.,74,2OT
2007,East Regional,32,504,7,Boston College,55,2,Georgetown,62,
2007,South Regional,32,505,1,Ohio State,78,9,Xavier,71,OT
2007,South Regional,32,506,5,Tennessee,77,4,Virginia,74,
2007,South Regional,32,507,6,Louisville,69,3,Texas A&M,72,
2007,South Regional,32,508,7,Nevada,62,2,Memphis,78,
2007,Midwest Regional,32,509,1,Florida,74,9,Purdue,67,
2007,Midwest Regional,32,510,5,Butler,62,4,Maryland,59,
2007,Midwest Regional,32,511,11,Winthrop,61,3,Oregon,75,
2007,Midwest Regional,32,512,7,UNLV,74,2,Wisconsin,68,
2007,West Regional,32,513,1,Kansas,88,8,Kentucky,76,
2007,West Regional,32,514,5,Virginia Tech,48,4,Southern Ill.,63,
2007,West Regional,32,515,11,VCU,79,3,Pittsburgh,84,OT
2007,West Regional,32,516,7,Indiana,49,2,UCLA,54,
2007,East Regional,16,401,1,North Carolina,74,5,USC,64,
2007,East Regional,16,402,6,Vanderbilt,65,2,Georgetown,66,
2007,South Regional,16,403,1,Ohio State,85,5,Tennessee,84,
2007,South Regional,16,404,3,Texas A&M,64,2,Memphis,65,
2007,Midwest Regional,16,405,1,Florida,65,5,Butler,57,
2007,Midwest Regional,16,406,3,Oregon,76,7,UNLV,72,
2007,West Regional,16,407,1,Kansas,61,4,Southern Ill.,58,
2007,West Regional,16,408,3,Pittsburgh,55,2,UCLA,64,
2007,East Regional,8,301,1,North Carolina,84,2,Georgetown,96,OT
2007,South Regional,8,302,1,Ohio State,92,2,Memphis,76,
2007,Midwest Regional,8,303,1,Florida,85,3,Oregon,77,
2007,West Regional,8,304,1,Kansas,55,2,UCLA,68,
2007,Final Four,4,201,2,Georgetown,60,1,Ohio State,67,
2007,Final Four,4,202,1,Florida,76,2,UCLA,66,
2007,Final Four,2,101,1,Ohio State,75,1,Florida,84,
2008,East Regional,128,700,16,Mount St. Mary's,69,16,Coppin St.,60,
2008,East Regional,64,601,1,North Carolina,113,16,Mount St. Mary's,74,
2008,East Regional,64,602,8,Indiana,72,9,Arkansas,86,
2008,East Regional,64,603,5,Notre Dame,68,12,George Mason,50,
2008,East Regional,64,604,4,Washington St.,71,13,Winthrop,40,
2008,East Regional,64,605,6,Oklahoma,72,11,St. Joseph's,64,
2008,East Regional,64,606,3,Louisville,79,14,Boise St.,61,
2008,East Regional,64,607,7,Butler,81,10,South Alabama,61,
2008,East Regional,64,608,2,Tennessee,72,15,American,57,
2008,Midwest Regional,64,609,1,Kansas,85,16,Portland St.,61,
2008,Midwest Regional,64,610,8,UNLV,71,9,Kent State,58,
2008,Midwest Regional,64,611,5,Clemson,69,12,Villanova,75,
2008,Midwest Regional,64,612,4,Vanderbilt,62,13,Siena,83,
2008,Midwest Regional,64,613,6,USC,67,11,Kansas St.,80,
2008,Midwest Regional,64,614,3,Wisconsin,71,14,CS Fullerton,56,
2008,Midwest Regional,64,615,7,Gonzaga,76,10,Davidson,82,
2008,Midwest Regional,64,616,2,Georgetown,66,15,UMBC,47,
2008,South Regional,64,617,1,Memphis,87,16,UT Arlington,63,
2008,South Regional,64,618,8,Miss State,76,9,Oregon,69,
2008,South Regional,64,619,5,Michigan St.,72,12,Temple,61,
2008,South Regional,64,620,4,Pittsburgh,82,13,Oral Roberts,63,
2008,South Regional,64,621,6,Marquette,74,11,Kentucky,66,
2008,South Regional,64,622,3,Stanford,77,14,Cornell,53,
2008,South Regional,64,623,7,Miami,78,10,St. Mary's,64,
2008,South Regional,64,624,2,Texas,74,15,Austin Peay,54,
2008,West Regional,64,625,1,UCLA,70,16,Miss Valley,29,
2008,West Regional,64,626,8,BYU,62,9,Texas A&M,67,
2008,West Regional,64,627,5,Drake,99,12,Western Ky.,101,OT
2008,West Regional,64,628,4,Connecticut,69,13,San Diego,70,OT
2008,West Regional,64,629,6,Purdue,90,11,Baylor,79,
2008,West Regional,64,630,3,Xavier,73,14,Georgia,61,
2008,West Regional,64,631,7,West Virginia,75,10,Arizona,65,
2008,West Regional,64,632,2,Duke,71,15,Belmont,70,
2008,East Regional,32,501,1,North Carolina,108,9,Arkansas,77,
2008,East Regional,32,502,5,Notre Dame,41,4,Washington St.,61,
2008,East Regional,32,503,6,Oklahoma,48,3,Louisville,78,
2008,East Regional,32,504,7,Butler,71,2,Tennessee,76,OT
2008,Midwest Regional,32,505,1,Kansas,75,8,UNLV,56,
2008,Midwest Regional,32,506,12,Villanova,84,13,Siena,72,
2008,Midwest Regional,32,507,11,Kansas St.,55,3,Wisconsin,72,
2008,Midwest Regional,32,508,10,Davidson,74,2,Georgetown,70,
2008,South Regional,32,509,1,Memphis,77,8,Miss State,74,
2008,South Regional,32,510,5,Michigan St.,65,4,Pittsburgh,54,
2008,South Regional,32,511,6,Marquette,81,3,Stanford,82,OT
2008,South Regional,32,512,7,Miami,72,2,Texas,75,
2008,West Regional,32,513,1,UCLA,53,9,Texas A&M,49,
2008,West Regional,32,514,12,Western Ky.,72,13,San Diego,63,
2008,West Regional,32,515,6,Purdue,78,3,Xavier,85,
