year,name1,round,game,seed1,team1,score1,seed2,team2,score2,ot
1979,East Regional,32,502,5,Connecticut,81,4,Syracuse,89,
1979,East Regional,32,503,6,Rutgers,64,3,Georgetown,58,
1979,East Regional,32,504,10,St. John's,80,2,Duke,78,
1979,Mideast Regional,32,505,8,Tennessee,67,1,Notre Dame,73,
1979,Mideast Regional,32,506,5,Toledo,74,4,Iowa,72,
1979,Mideast Regional,32,507,6,Appalachian St.,57,3,LSU,71,
1979,Mideast Regional,32,508,10,Lamar,64,2,Michigan St.,95,
1979,Midwest Regional,32,509,8,Virginia Tech,69,1,Indiana St.,86,
1979,Midwest Regional,32,510,5,Oklahoma,90,4,Texas,76,
1979,Midwest Regional,32,511,6,South Alabama,66,3,Louisville,69,
1979,Midwest Regional,32,512,7,Weber St.,63,2,Arkansas,74,
1979,West Regional,32,513,9,Pepperdine,71,1,UCLA,76,
1979,West Regional,32,514,5,BYU,63,4,San Francisco,86,
1979,West Regional,32,515,6,Pacific,48,3,Marquette,73,
1979,West Regional,32,516,7,USC,78,2,DePaul,89,
1979,East Regional,16,401,9,Pennsylvania,84,4,Syracuse,76,
1979,East Regional,16,402,6,Rutgers,65,10,St. John's,67,
1979,Mideast Regional,16,403,1,Notre Dame,79,5,Toledo,71,
1979,Mideast Regional,16,404,3,LSU,71,2,Michigan St.,87,
1979,Midwest Regional,16,405,1,Indiana St.,93,5,Oklahoma,72,
1979,Midwest Regional,16,406,3,Louisville,62,2,Arkansas,73,
1979,West Regional,16,407,1,UCLA,99,4,San Francisco,81,
1979,West Regional,16,408,3,Marquette,56,2,DePaul,62,
1979,East Regional,8,301,9,Pennsylvania,64,10,St. John's,62,
1979,Mideast Regional,8,302,1,Notre Dame,68,2,Michigan St.,80,
1979,Midwest Regional,8,303,1,Indiana St.,73,2,Arkansas,71,
1979,West Regional,8,304,1,UCLA,91,2,DePaul,95,
1979,Final Four,4,201,9,Pennsylvania,67,2,Michigan St.,101,
1979,Final Four,4,202,1,Indiana St.,76,2,DePaul,74,
1979,Final Four,3,151,9,Pennsylvania,93,2,DePaul,96,OT
1979,Final Four,2,101,2,Michigan St.,75,1,Indiana St.,64,
1980,East Regional,64,601,8,Villanova,77,9,Marquette,59,
1980,East Regional,64,603,5,Iowa,86,12,VCU,72,
1980,East Regional,64,605,6,Iona,84,11,Holy Cross,78,
1980,East Regional,64,607,7,Tennessee,80,10,Furman,69,
1980,Midwest Regional,64,609,8,Alcorn St.,70,9,South Alabama,62,
1980,Midwest Regional,64,611,5,Missouri,61,12,San Jose St.,51,
1980,Midwest Regional,64,613,6,Texas A&M,55,11,Bradley,53,
1980,Midwest Regional,64,615,7,Kansas St.,71,10,Arkansas,53,
1980,Mideast Regional,64,617,8,Florida St.,94,9,Toledo,91,
1980,Mideast Regional,64,619,5,Washington St.,55,12,Pennsylvania,62,
1980,Mideast Regional,64,621,6,Purdue,90,11,La Salle,82,
1980,Mideast Regional,64,623,7,Virginia Tech,89,10,Western Ky.,85,OT
1980,West Regional,64,625,8,UCLA,87,9,Old Dominion,74,
1980,West Regional,64,627,5,Arizona St.,99,12,Loyola Marymount,71,
1980,West Regional,64,629,6,Clemson,76,11,Utah State,73,
1980,West Regional,64,631,7,Weber St.,86,10,Lamar,87,
1980,East Regional,32,501,8,Villanova,83,1,Syracuse,97,
1980,East Regional,32,502,5,Iowa,77,4,NC State,64,
1980,East Regional,32,503,6,Iona,71,3,Georgetown,74,
1980,East Regional,32,504,7,Tennessee,75,2,Maryland,86,
1980,Midwest Regional,32,505,8,Alcorn St.,88,1,LSU,98,
1980,Midwest Regional,32,506,5,Missouri,87,4,Notre Dame,84,OT
1980,Midwest Regional,32,507,6,Texas A&M,78,3,North Carolina,61,2OT
1980,Midwest Regional,32,508,7,Kansas St.,69,2,Louisville,71,OT
1980,Mideast Regional,32,509,8,Florida St.,78,1,Kentucky,97,
1980,Mideast Regional,32,510,12,Pennsylvania,42,4,Duke,52,
1980,Mideast Regional,32,511,6,Purdue,87,3,St. John's,72,
1980,Mideast Regional,32,512,7,Virginia Tech,59,2,Indiana,68,
1980,West Regional,32,513,8,UCLA,77,1,DePaul,71,
1980,West Regional,32,514,5,Arizona St.,75,4,Ohio State,89,
1980,West Regional,32,515,6,Clemson,71,3,BYU,66,
1980,West Regional,32,516,10,Lamar,81,2,Oregon St.,77,
1980,East Regional,16,401,1,Syracuse,77,5,Iowa,88,
1980,East Regional,16,402,3,Georgetown,74,2,Maryland,68,
1980,Midwest Regional,16,403,1,LSU,68,5,Missouri,63,
1980,Midwest Regional,16,404,6,Texas A&M,55,2,Louisville,66,OT
1980,Mideast Regional,16,405,1,Kentucky,54,4,Duke,55,
1980,Mideast Regional,16,406,6,Purdue,76,2,Indiana,69,
1980,West Regional,16,407,8,UCLA,72,4,Ohio State,68,
1980,West Regional,16,408,6,Clemson,74,10,Lamar,66,
1980,East Regional,8,301,5,Iowa,81,3,Georgetown,80,
1980,Midwest Regional,8,302,1,LSU,66,2,Louisville,86,
1980,Mideast Regional,8,303,4,Duke,60,6,Purdue,68,
1980,West Regional,8,304,8,UCLA,85,6,Clemson,74,
1980,Final Four,4,201,5,Iowa,72,2,Louisville,80,
1980,Final Four,4,202,6,Purdue,62,8,UCLA,67,
1980,Final Four,3,151,5,Iowa,58,6,Purdue,75,
1980,Final Four,2,101,2,Louisville,59,8,UCLA,54,
1981,East Regional,64,601,8,Houston,72,9,Villanova,90,
1981,East Regional,64,603,5,VCU,85,12,Long Island,69,
1981,East Regional,64,605,6,BYU,60,11,Princeton,51,
1981,East Regional,64,607,7,Georgetown,55,10,James Madison,61,
1981,West Regional,64,609,8,Kansas St.,64,9,San Francisco,60,
1981,West Regional,64,611,5,Wyoming,78,12,Howard,43,
1981,West Regional,64,613,6,Fresno St.,53,11,Northeastern,55,
1981,West Regional,64,615,7,Idaho,69,10,Pittsburgh,70,OT
1981,Mideast Regional,64,617,8,Creighton,57,9,St. Joseph's,59,
1981,Mideast Regional,64,619,5,Boston College,93,12,Ball State,90,
1981,Mideast Regional,64,621,6,Maryland,81,11,Chattanooga,69,
1981,Mideast Regional,64,623,7,UAB,93,10,Western Ky.,68,
1981,Midwest Regional,64,625,8,Lamar,71,9,Missouri,67,
1981,Midwest Regional,64,627,5,Arkansas,73,12,Mercer,67,
1981,Midwest Regional,64,629,6,Wichita St.,95,11,Southern,70,
1981,Midwest Regional,64,631,7,Kansas,69,10,Mississippi,66,
1981,East Regional,32,501,9,Villanova,50,1,Virginia,54,
1981,East Regional,32,502,5,VCU,56,4,Tennessee,58,OT
1981,East Regional,32,503,6,BYU,78,3,UCLA,55,
1981,East Regional,32,504,10,James Madison,45,2,Notre Dame,54,
1981,West Regional,32,505,8,Kansas St.,50,1,Oregon St.,48,
1981,West Regional,32,506,5,Wyoming,65,4,Illinois,67,
1981,West Regional,32,507,11,Northeastern,69,3,Utah,94,
1981,West Regional,32,508,10,Pittsburgh,57,2,North Carolina,74,
1981,Mideast Regional,32,509,9,St. Joseph's,49,1,DePaul,48,
1981,Mideast Regional,32,510,5,Boston College,67,4,Wake Forest,64,
1981,Mideast Regional,32,511,6,Maryland,64,3,Indiana,99,
1981,Mideast Regional,32,512,7,UAB,69,2,Kentucky,62,
1981,Midwest Regional,32,513,8,Lamar,78,1,LSU,100,
1981,Midwest Regional,32,514,5,Arkansas,74,4,Louisville,73,
1981,Midwest Regional,32,515,6,Wichita St.,60,3,Iowa,56,
1981,Midwest Regional,32,516,7,Kansas,88,2,Arizona St.,71,
1981,East Regional,16,401,1,Virginia,62,4,Tennessee,48,
1981,East Regional,16,402,6,BYU,51,2,Notre Dame,50,
1981,West Regional,16,403,8,Kansas St.,57,4,Illinois,52,
1981,West Regional,16,404,3,Utah,56,2,North Carolina,61,
1981,Mideast Regional,16,405,9,St. Joseph's,42,5,Boston College,41,
1981,Mideast Regional,16,406,3,Indiana,87,7,UAB,72,
1981,Midwest Regional,16,407,1,LSU,72,5,Arkansas,56,
1981,Midwest Regional,16,408,6,Wichita St.,66,7,Kansas,65,
1981,East Regional,8,301,1,Virginia,74,6,BYU,60,
1981,West Regional,8,302,8,Kansas St.,68,2,North Carolina,82,
1981,Mideast Regional,8,303,9,St. Joseph's,46,3,Indiana,78,
1981,Midwest Regional,8,304,1,LSU,96,6,Wichita St.,85,
1981,Final Four,4,201,1,Virginia,65,2,North Carolina,78,
1981,Final Four,4,202,3,Indiana,67,1,LSU,49,
1981,Final Four,3,151,1,Virginia,78,1,LSU,74,
1981,Final Four,2,101,2,North Carolina,50,3,Indiana,63,
1982,East Regional,64,601,8,Ohio State,48,9,James Madison,55,
1982,East Regional,64,603,5,St. John's,66,12,Pennsylvania,56,
1982,East Regional,64,605,6,St. Joseph's,62,11,Northeastern,63,
1982,East Regional,64,607,7,Wake Forest,74,10,Old Dominion,57,
1982,Midwest Regional,64,609,8,Boston College,70,9,San Francisco,66,
1982,Midwest Regional,64,611,5,Kansas St.,77,12,Northern Ill.,68,
1982,Midwest Regional,64,613,6,Houston,94,11,Alcorn St.,84,
1982,Midwest Regional,64,615,7,Marquette,67,10,Evansville,62,
1982,Mideast Regional,64,617,8,Louisiana,57,9,Tennessee,61,
1982,Mideast Regional,64,619,5,Indiana,94,12,Robert Morris,62,
1982,Mideast Regional,64,621,6,Kentucky,44,11,Middle Tenn.,50,
1982,Mideast Regional,64,623,7,NC State,51,10,Chattanooga,58,
1982,West Regional,64,625,8,Wyoming,61,9,USC,58,
1982,West Regional,64,627,5,West Virginia,102,12,NC A&T,72,
1982,West Regional,64,629,6,Iowa,70,11,UL Monroe,63,
1982,West Regional,64,631,7,Pepperdine,99,10,Pittsburgh,88,
1982,East Regional,32,501,9,James Madison,50,1,North Carolina,52,
1982,East Regional,32,502,5,St. John's,68,4,Alabama,69,
1982,East Regional,32,503,11,Northeastern,72,3,Villanova,76,3OT
1982,East Regional,32,504,7,Wake Forest,55,2,Memphis,56,
1982,Midwest Regional,32,505,8,Boston College,82,1,DePaul,75,
1982,Midwest Regional,32,506,5,Kansas St.,65,4,Arkansas,64,
1982,Midwest Regional,32,507,6,Houston,78,3,Tulsa,74,
1982,Midwest Regional,32,508,7,Marquette,69,2,Missouri,73,
1982,Mideast Regional,32,509,9,Tennessee,51,1,Virginia,54,
1982,Mideast Regional,32,510,5,Indiana,70,4,UAB,80,
1982,Mideast Regional,32,511,11,Middle Tenn.,56,3,Louisville,81,
1982,Mideast Regional,32,512,10,Chattanooga,61,2,Minnesota,62,
1982,West Regional,32,513,8,Wyoming,43,1,Georgetown,51,
1982,West Regional,32,514,5,West Virginia,46,4,Fresno St.,50,
1982,West Regional,32,515,6,Iowa,67,3,Idaho,69,OT
1982,West Regional,32,516,7,Pepperdine,51,2,Oregon St.,70,
1982,East Regional,16,401,1,North Carolina,74,4,Alabama,69,
1982,East Regional,16,402,3,Villanova,70,2,Memphis,66,
1982,Midwest Regional,16,403,8,Boston College,69,5,Kansas St.,64,
1982,Midwest Regional,16,404,6,Houston,79,2,Missouri,78,
1982,Mideast Regional,16,405,1,Virginia,66,4,UAB,68,
1982,Mideast Regional,16,406,3,Louisville,67,2,Minnesota,61,
1982,West Regional,16,407,1,Georgetown,58,4,Fresno St.,40,
1982,West Regional,16,408,3,Idaho,42,2,Oregon St.,60,
1982,East Regional,8,301,1,North Carolina,70,3,Villanova,60,
1982,Midwest Regional,8,302,8,Boston College,92,6,Houston,99,
1982,Mideast Regional,8,303,4,UAB,68,3,Louisville,75,
1982,West Regional,8,304,1,Georgetown,69,2,Oregon St.,45,
1982,Final Four,4,201,1,North Carolina,68,6,Houston,63,
1982,Final Four,4,202,3,Louisville,46,1,Georgetown,50,
1982,Final Four,2,101,1,North Carolina,63,1,Georgetown,62,
1983,East Regional,128,700,12,La Salle,70,12,Boston U.,58,
1983,West Regional,128,700,12,Princeton,51,12,NC A&T,42,
1983,Mideast Regional,128,700,12,Robert Morris,64,12,Ga. Southern,54,
1983,Midwest Regional,128,700,12,Alcorn St.,81,12,Xavier,75,
1983,East Regional,64,601,8,Louisiana,53,9,Rutgers,60,
1983,East Regional,64,603,5,VCU,76,12,La Salle,67,
1983,East Regional,64,605,6,Syracuse,74,11,Morehead St.,59,
1983,East Regional,64,607,7,West Virginia,50,10,James Madison,57,
1983,West Regional,64,609,8,Washington St.,62,9,Weber St.,52,
1983,West Regional,64,611,5,Oklahoma St.,53,12,Princeton,56,
1983,West Regional,64,613,6,NC State,69,11,Pepperdine,67,2OT
1983,West Regional,64,615,7,Illinois,49,10,Utah,52,
1983,Mideast Regional,64,617,8,Tennessee,57,9,Marquette,56,
1983,Mideast Regional,64,619,5,Purdue,55,12,Robert Morris,53,
1983,Mideast Regional,64,621,6,Illinois St.,49,11,Ohio,51,
1983,Mideast Regional,64,623,7,Oklahoma,71,10,UAB,63,
1983,Midwest Regional,64,625,8,Maryland,52,9,Chattanooga,51,
1983,Midwest Regional,64,627,5,Georgetown,68,12,Alcorn St.,63,
1983,Midwest Regional,64,629,6,Alabama,50,11,Lamar,73,
1983,Midwest Regional,64,631,7,Iowa,64,10,Utah State,59,
1983,East Regional,32,501,9,Rutgers,55,1,St. John's,66,
1983,East Regional,32,502,5,VCU,54,4,Georgia,56,
1983,East Regional,32,503,6,Syracuse,74,3,Ohio State,79,
1983,East Regional,32,504,10,James Madison,49,2,North Carolina,68,
1983,West Regional,32,505,8,Washington St.,49,1,Virginia,54,
1983,West Regional,32,506,12,Princeton,42,4,Boston College,51,
1983,West Regional,32,507,6,NC State,71,3,UNLV,70,
1983,West Regional,32,508,10,Utah,61,2,UCLA,67,
1983,Mideast Regional,32,509,8,Tennessee,57,1,Louisville,70,
1983,Mideast Regional,32,510,5,Purdue,68,4,Arkansas,78,
1983,Mideast Regional,32,511,11,Ohio,40,3,Kentucky,57,
1983,Mideast Regional,32,512,7,Oklahoma,49,2,Indiana,63,
1983,Midwest Regional,32,513,8,Maryland,50,1,Houston,60,
1983,Midwest Regional,32,514,5,Georgetown,57,4,Memphis,66,
1983,Midwest Regional,32,515,11,Lamar,58,3,Villanova,60,
1983,Midwest Regional,32,516,7,Iowa,77,2,Missouri,63,
1983,East Regional,16,401,1,St. John's,67,4,Georgia,70,
1983,East Regional,16,402,3,Ohio State,51,2,North Carolina,64,
1983,West Regional,16,403,1,Virginia,95,4,Boston College,92,
1983,West Regional,16,404,6,NC State,75,10,Utah,56,
1983,Mideast Regional,16,405,1,Louisville,65,4,Arkansas,63,
1983,Mideast Regional,16,406,3,Kentucky,64,2,Indiana,59,
1983,Midwest Regional,16,407,1,Houston,70,4,Memphis,63,
1983,Midwest Regional,16,408,3,Villanova,55,7,Iowa,54,
1983,East Regional,8,301,4,Georgia,82,2,North Carolina,77,
1983,West Regional,8,302,1,Virginia,62,6,NC State,63,
1983,Mideast Regional,8,303,1,Louisville,80,3,Kentucky,68,OT
1983,Midwest Regional,8,304,1,Houston,89,3,Villanova,71,
1983,Final Four,4,201,4,Georgia,60,6,NC State,67,
1983,Final Four,4,202,1,Louisville,81,1,Houston,94,
1983,Final Four,2,101,6,NC State,54,1,Houston,52,
1984,East Regional,128,700,12,Richmond,89,12,Rider,65,
1984,East Regional,128,700,11,Northeastern,90,11,Long Island,87,
1984,Midwest Regional,128,700,12,Alcorn St.,79,12,Houston Christian,60,
1984,Mideast Regional,128,700,12,Morehead St.,70,12,NC A&T,69,
1984,West Regional,128,700,12,Princeton,65,12,San Diego,56,
1984,East Regional,64,601,8,Temple,65,9,St. John's,63,
1984,East Regional,64,603,5,Auburn,71,12,Richmond,72,
1984,East Regional,64,605,6,VCU,70,11,Northeastern,69,
1984,East Regional,64,607,7,Virginia,58,10,Iona,57,
1984,Midwest Regional,64,609,8,Illinois St.,49,9,Alabama,48,
1984,Midwest Regional,64,611,5,Kansas,57,12,Alcorn St.,56,
1984,Midwest Regional,64,613,6,Memphis,92,11,Oral Roberts,83,
1984,Midwest Regional,64,615,7,Fresno St.,56,10,Louisiana Tech,66,
1984,Mideast Regional,64,617,8,BYU,84,9,UAB,68,
1984,Mideast Regional,64,619,5,Louisville,72,12,Morehead St.,59,
1984,Mideast Regional,64,621,6,Oregon St.,62,11,West Virginia,64,
1984,Mideast Regional,64,623,7,Villanova,84,10,Marshall,72,
1984,West Regional,64,625,8,Miami Ohio,69,9,SMU,83,
1984,West Regional,64,627,5,UNLV,68,12,Princeton,56,
1984,West Regional,64,629,6,Washington,64,11,Nevada,54,
1984,West Regional,64,631,7,LSU,66,10,Dayton,74,
1984,East Regional,32,501,8,Temple,66,1,North Carolina,77,
1984,East Regional,32,502,12,Richmond,67,4,Indiana,75,
1984,East Regional,32,503,6,VCU,63,3,Syracuse,78,
1984,East Regional,32,504,7,Virginia,53,2,Arkansas,51,OT
1984,Midwest Regional,32,505,8,Illinois St.,61,1,DePaul,75,
1984,Midwest Regional,32,506,5,Kansas,59,4,Wake Forest,69,
1984,Midwest Regional,32,507,6,Memphis,66,3,Purdue,48,
1984,Midwest Regional,32,508,10,Louisiana Tech,69,2,Houston,77,
1984,Mideast Regional,32,509,8,BYU,68,1,Kentucky,93,
1984,Mideast Regional,32,510,5,Louisville,69,4,Tulsa,67,
1984,Mideast Regional,32,511,11,West Virginia,77,3,Maryland,102,
1984,Mideast Regional,32,512,7,Villanova,56,2,Illinois,64,
1984,West Regional,32,513,9,SMU,36,1,Georgetown,37,
1984,West Regional,32,514,5,UNLV,73,4,UTEP,60,
1984,West Regional,32,515,6,Washington,80,3,Duke,78,
1984,West Regional,32,516,10,Dayton,89,2,Oklahoma,85,
1984,East Regional,16,401,1,North Carolina,68,4,Indiana,72,
1984,East Regional,16,402,3,Syracuse,55,7,Virginia,63,
1984,Midwest Regional,16,403,1,DePaul,71,4,Wake Forest,73,OT
1984,Midwest Regional,16,404,6,Memphis,71,2,Houston,78,
1984,Mideast Regional,16,405,1,Kentucky,72,5,Louisville,67,
1984,Mideast Regional,16,406,3,Maryland,70,2,Illinois,72,
1984,West Regional,16,407,1,Georgetown,62,5,UNLV,48,
1984,West Regional,16,408,6,Washington,58,10,Dayton,64,
1984,East Regional,8,301,4,Indiana,48,7,Virginia,50,
1984,Midwest Regional,8,302,4,Wake Forest,63,2,Houston,68,
1984,Mideast Regional,8,303,1,Kentucky,54,2,Illinois,51,
1984,West Regional,8,304,1,Georgetown,61,10,Dayton,49,
1984,Final Four,4,201,7,Virginia,47,2,Houston,49,OT
1984,Final Four,4,202,1,Kentucky,40,1,Georgetown,53,
1984,Final Four,2,101,2,Houston,75,1,Georgetown,84,
1985,East Regional,64,601,1,Georgetown,68,16,Lehigh,43,
1985,East Regional,64,602,8,Temple,60,9,Virginia Tech,57,
1985,East Regional,64,603,5,SMU,85,12,Old Dominion,68,
1985,East Regional,64,604,4,Loyola Chicago,59,13,Iona,58,
1985,East Regional,64,605,6,Georgia,67,11,Wichita St.,59,
1985,East Regional,64,606,3,Illinois,76,14,Northeastern,57,
1985,East Regional,64,607,7,Syracuse,70,10,DePaul,65,
1985,East Regional,64,608,2,Georgia Tech,65,15,Mercer,58,
1985,West Regional,64,609,1,St. John's,83,16,Southern,59,
1985,West Regional,64,610,8,Iowa,54,9,Arkansas,63,
1985,West Regional,64,611,5,Washington,58,12,Kentucky,66,
1985,West Regional,64,612,4,UNLV,85,13,San Diego St.,80,
1985,West Regional,64,613,6,Tulsa,75,11,UTEP,79,
1985,West Regional,64,614,3,NC State,65,14,Nevada,56,
1985,West Regional,64,615,7,Alabama,50,10,Arizona,41,
1985,West Regional,64,616,2,VCU,81,15,Marshall,65,
1985,Midwest Regional,64,617,1,Oklahoma,96,16,NC A&T,83,
1985,Midwest Regional,64,618,8,USC,55,9,Illinois St.,58,
1985,Midwest Regional,64,619,5,Louisiana Tech,78,12,Pittsburgh,54,
1985,Midwest Regional,64,620,4,Ohio State,75,13,Iowa State,64,
1985,Midwest Regional,64,621,6,Texas Tech,53,11,Boston College,55,
1985,Midwest Regional,64,622,3,Duke,75,14,Pepperdine,62,
1985,Midwest Regional,64,623,7,UAB,70,10,Michigan St.,68,
1985,Midwest Regional,64,624,2,Memphis,67,15,Pennsylvania,55,
1985,Southeast Regional,64,625,1,Michigan,59,16,FDU,55,
1985,Southeast Regional,64,626,8,Villanova,51,9,Dayton,49,
1985,Southeast Regional,64,627,5,Maryland,69,12,Miami Ohio,68,OT
1985,Southeast Regional,64,628,4,LSU,55,13,Navy,78,
1985,Southeast Regional,64,629,6,Purdue,58,11,Auburn,59,
1985,Southeast Regional,64,630,3,Kansas,49,14,Ohio,38,
1985,Southeast Regional,64,631,7,Notre Dame,79,10,Oregon St.,70,
1985,Southeast Regional,64,632,2,North Carolina,76,15,Middle Tenn.,57,
1985,East Regional,32,501,1,Georgetown,63,8,Temple,46,
1985,East Regional,32,502,5,SMU,57,4,Loyola Chicago,70,
1985,East Regional,32,503,6,Georgia,58,3,Illinois,74,
1985,East Regional,32,504,7,Syracuse,53,2,Georgia Tech,70,
1985,West Regional,32,505,1,St. John's,68,9,Arkansas,65,
1985,West Regional,32,506,12,Kentucky,64,4,UNLV,61,
1985,West Regional,32,507,11,UTEP,73,3,NC State,86,
1985,West Regional,32,508,7,Alabama,63,2,VCU,59,
1985,Midwest Regional,32,509,1,Oklahoma,75,9,Illinois St.,69,
1985,Midwest Regional,32,510,5,Louisiana Tech,79,4,Ohio State,67,
1985,Midwest Regional,32,511,11,Boston College,74,3,Duke,73,
1985,Midwest Regional,32,512,7,UAB,66,2,Memphis,67,OT
1985,Southeast Regional,32,513,1,Michigan,55,8,Villanova,59,
1985,Southeast Regional,32,514,5,Maryland,64,13,Navy,59,
1985,Southeast Regional,32,515,11,Auburn,66,3,Kansas,64,
1985,Southeast Regional,32,516,7,Notre Dame,58,2,North Carolina,60,
1985,East Regional,16,401,1,Georgetown,65,4,Loyola Chicago,53,
1985,East Regional,16,402,3,Illinois,53,2,Georgia Tech,61,
1985,West Regional,16,403,1,St. John's,86,12,Kentucky,70,
1985,West Regional,16,404,3,NC State,61,7,Alabama,55,
1985,Midwest Regional,16,405,1,Oklahoma,86,5,Louisiana Tech,84,OT
1985,Midwest Regional,16,406,11,Boston College,57,2,Memphis,59,
1985,Southeast Regional,16,407,8,Villanova,46,5,Maryland,43,
1985,Southeast Regional,16,408,11,Auburn,56,2,North Carolina,62,
1985,East Regional,8,301,1,Georgetown,60,2,Georgia Tech,54,
1985,West Regional,8,302,1,St. John's,69,3,NC State,60,
1985,Midwest Regional,8,303,1,Oklahoma,61,2,Memphis,63,
1985,Southeast Regional,8,304,8,Villanova,56,2,North Carolina,44,
1985,Final Four,4,201,1,Georgetown,77,1,St. John's,59,
1985,Final Four,4,202,2,Memphis,45,8,Villanova,52,
1985,Final Four,2,101,1,Georgetown,64,8,Villanova,66,
1986,East Regional,64,601,1,Duke,85,16,Miss Valley,78,
1986,East Regional,64,602,8,Old Dominion,72,9,West Virginia,64,
1986,East Regional,64,603,5,Virginia,68,12,DePaul,72,
1986,East Regional,64,604,4,Oklahoma,80,13,Northeastern,74,
1986,East Regional,64,605,6,St. Joseph's,60,11,Richmond,59,
1986,East Regional,64,606,3,Indiana,79,14,Cleveland St.,83,
1986,East Regional,64,607,7,Navy,87,10,Tulsa,68,
1986,East Regional,64,608,2,Syracuse,101,15,Brown,52,
1986,Midwest Regional,64,609,1,Kansas,71,16,NC A&T,46,
1986,Midwest Regional,64,610,8,Jacksonville,50,9,Temple,61,OT
1986,Midwest Regional,64,611,5,Michigan St.,72,12,Washington,70,
1986,Midwest Regional,64,612,4,Georgetown,70,13,Texas Tech,64,
1986,Midwest Regional,64,613,6,NC State,66,11,Iowa,64,
1986,Midwest Regional,64,614,3,Notre Dame,83,14,Little Rock,90,
1986,Midwest Regional,64,615,7,Iowa State,81,10,Miami Ohio,79,OT
1986,Midwest Regional,64,616,2,Michigan,70,15,Akron,64,
1986,Southeast Regional,64,617,1,Kentucky,75,16,Davidson,55,
1986,Southeast Regional,64,618,8,Western Ky.,67,9,Nebraska,59,
1986,Southeast Regional,64,619,5,Alabama,97,12,Xavier,80,
1986,Southeast Regional,64,620,4,Illinois,75,13,Fairfield,51,
1986,Southeast Regional,64,621,6,Purdue,87,11,LSU,94,2OT
1986,Southeast Regional,64,622,3,Memphis,95,14,Ball State,63,
1986,Southeast Regional,64,623,7,Virginia Tech,62,10,Villanova,71,
1986,Southeast Regional,64,624,2,Georgia Tech,68,15,Marist,53,
1986,West Regional,64,625,1,St. John's,83,16,Montana St.,74,
1986,West Regional,64,626,8,Auburn,73,9,Arizona,63,
1986,West Regional,64,627,5,Maryland,69,12,Pepperdine,64,
1986,West Regional,64,628,4,UNLV,74,13,UL Monroe,51,
1986,West Regional,64,629,6,UAB,66,11,Missouri,64,
1986,West Regional,64,630,3,North Carolina,84,14,Utah,72,
1986,West Regional,64,631,7,Bradley,83,10,UTEP,65,
1986,West Regional,64,632,2,Louisville,93,15,Drexel,73,
1986,East Regional,32,501,1,Duke,89,8,Old Dominion,61,
1986,East Regional,32,502,12,DePaul,74,4,Oklahoma,69,
1986,East Regional,32,503,6,St. Joseph's,69,14,Cleveland St.,75,
1986,East Regional,32,504,7,Navy,97,2,Syracuse,85,
1986,Midwest Regional,32,505,1,Kansas,65,9,Temple,43,
1986,Midwest Regional,32,506,5,Michigan St.,80,4,Georgetown,68,
1986,Midwest Regional,32,507,6,NC State,80,14,Little Rock,66,2OT
1986,Midwest Regional,32,508,7,Iowa State,72,2,Michigan,69,
1986,Southeast Regional,32,509,1,Kentucky,71,8,Western Ky.,64,
1986,Southeast Regional,32,510,5,Alabama,58,4,Illinois,56,
1986,Southeast Regional,32,511,11,LSU,83,3,Memphis,81,
1986,Southeast Regional,32,512,10,Villanova,61,2,Georgia Tech,66,
1986,West Regional,32,513,1,St. John's,65,8,Auburn,81,
1986,West Regional,32,514,5,Maryland,64,4,UNLV,70,
1986,West Regional,32,515,6,UAB,59,3,North Carolina,77,
1986,West Regional,32,516,7,Bradley,68,2,Louisville,82,
1986,East Regional,16,401,1,Duke,74,12,DePaul,67,
1986,East Regional,16,402,14,Cleveland St.,70,7,Navy,71,
1986,Midwest Regional,16,403,1,Kansas,96,5,Michigan St.,86,OT
1986,Midwest Regional,16,404,6,NC State,70,7,Iowa State,66,
1986,Southeast Regional,16,405,1,Kentucky,68,5,Alabama,63,
1986,Southeast Regional,16,406,11,LSU,70,2,Georgia Tech,64,
1986,West Regional,16,407,8,Auburn,70,4,UNLV,63,
1986,West Regional,16,408,3,North Carolina,79,2,Louisville,94,
1986,East Regional,8,301,1,Duke,71,7,Navy,50,
1986,Midwest Regional,8,302,1,Kansas,75,6,NC State,67,
1986,Southeast Regional,8,303,1,Kentucky,57,11,LSU,59,
1986,West Regional,8,304,8,Auburn,76,2,Louisville,84,
1986,Final Four,4,201,1,Duke,71,1,Kansas,67,
1986,Final Four,4,202,11,LSU,77,2,Louisville,88,
1986,Final Four,2,101,1,Duke,69,2,Louisville,72,
1987,East Regional,64,601,1,North Carolina,113,16,Pennsylvania,82,
1987,East Regional,64,602,8,Navy,82,9,Michigan,97,
1987,East Regional,64,603,5,Notre Dame,84,12,Middle Tenn.,71,
1987,East Regional,64,604,4,TCU,76,13,Marshall,60,
1987,East Regional,64,605,6,Florida,82,11,NC State,70,
1987,East Regional,64,606,3,Purdue,104,14,Northeastern,95,
1987,East Regional,64,607,7,West Virginia,62,10,Western Ky.,64,
1987,East Regional,64,608,2,Syracuse,79,15,Ga. Southern,73,
1987,Southeast Regional,64,609,1,Georgetown,75,16,Bucknell,53,
1987,Southeast Regional,64,610,8,Kentucky,77,9,Ohio State,91,
1987,Southeast Regional,64,611,5,Kansas,66,12,Houston,55,
1987,Southeast Regional,64,612,4,Clemson,60,13,Missouri St.,65,
