sport,year,round,event,name1,name2,seed1,team1,score1,seed2,team2,score2,ot,loc
NCAABB,1992,8,SEFinal,Southeast Regional,Final,6,Michigan,75,1,Ohio State,71,OT,
NCAABB,1992,8,WEFinal,West Regional,Final,2,Indiana,106,1,UCLA,79,,
NCAABB,1992,4,NCAASF,Final Four,Semifinals,1,Duke,81,2,Indiana,78,,
NCAABB,1992,4,NCAASF,Final Four,Semifinals,6,Michigan,76,4,Cincinnati,72,,
NCAABB,1992,2,NCAAFinal,Final Four,Championship,1,Duke,71,6,Michigan,51,,Minneapolis
NCAABB,1993,64,EAR1,East Regional,First Round,1,North Carolina,85,16,East Carolina,65,,
NCAABB,1993,64,EAR1,East Regional,First Round,2,Cincinnati,93,15,Coppin St.,66,,
NCAABB,1993,64,EAR1,East Regional,First Round,3,Massachusetts,54,14,Pennsylvania,50,,
NCAABB,1993,64,EAR1,East Regional,First Round,4,Arkansas,94,13,Holy Cross,64,,
NCAABB,1993,64,EAR1,East Regional,First Round,5,St. John's,85,12,Texas Tech,67,,
NCAABB,1993,64,EAR1,East Regional,First Round,6,Virginia,78,11,Manhattan,66,,
NCAABB,1993,64,EAR1,East Regional,First Round,7,New Mexico St.,93,10,Nebraska,79,,
NCAABB,1993,64,EAR1,East Regional,First Round,8,Rhode Island,74,9,Purdue,68,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,1,Indiana,97,16,Wright St.,54,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,2,Kansas,94,15,Ball State,72,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,3,Duke,105,14,Southern Ill.,70,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,4,Louisville,76,13,Delaware,70,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,5,Oklahoma St.,74,12,Marquette,62,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,6,California,66,11,LSU,64,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,7,BYU,80,10,SMU,71,,
NCAABB,1993,64,MWR1,Midwest Regional,First Round,9,Xavier,73,8,New Orleans,55,,
