sport,year,name1,name2,round,game,team1,score1,team2,score2,ot,...12,...13,check1,check2
MSO,1977,First Round,First Round,32,505,Hartwick,5,St. Francis NY,1,,,,61,15
MSO,1977,First Round,First Round,32,506,Cornell,2,Long Island,1,3OT,,,155,71
MSO,1977,First Round,First Round,32,507,Penn State,5,Pennsylvania,1,,,,431,57
MSO,1977,First Round,First Round,32,508,Princeton,0,Philadelphia U.,3,,,,159,37
MSO,1977,Second Round,Second Round,16,401,Brown,3,Rhode Island,1,,,,116,26
MSO,1977,Second Round,Second Round,16,402,Clemson,3,Appalachian St.,1,,,,221,12
MSO,1977,Second Round,Second Round,16,403,Hartwick,3,Cornell,1,,,,61,155
MSO,1977,Second Round,Second Round,16,404,Penn State,0,Philadelphia U.,3,,,,431,37
MSO,1977,Second Round,Second Round,16,405,Cleveland St.,2,St. Louis,0,,,,30,142
MSO,1977,Second Round,Second Round,16,406,SIUE,3,Indiana,2,4OT,,,46,229
MSO,1977,Second Round,Second Round,16,407,San Francisco,2,Air Force,1,,,,77,37
MSO,1977,Second Round,Second Round,16,408,UCLA,3,California,0,,,,741,338
MSO,1977,Quarterfinals,Quarterfinals,8,301,Brown,2,Clemson,1,,,,116,221
MSO,1977,Quarterfinals,Quarterfinals,8,302,Hartwick,2,Philadelphia U.,0,,,,61,37
MSO,1977,Quarterfinals,Quarterfinals,8,303,Cleveland St.,2,SIUE,3,3OT,,,30,46
MSO,1977,Quarterfinals,Quarterfinals,8,304,San Francisco,4,UCLA,1,,,,77,741
MSO,1977,Semifinals,Semifinals,4,201,Brown,1,Hartwick,4,,,,116,61
MSO,1977,Semifinals,Semifinals,4,202,SIUE,1,San Francisco,2,,,,46,77
MSO,1977,Third Place,Third Place,3,150,Brown,2,SIUE,3,,,,116,46
MSO,1977,Championship,Championship,1,101,Hartwick,2,San Francisco,1,,,,61,77
MSO,1978,First Round,First Round,32,501,Clemson,4,American,0,,,,221,47
MSO,1978,First Round,First Round,32,502,Appalachian St.,9,G. Washington,3,,,,12,54
MSO,1978,First Round,First Round,32,503,Adelphi,0,St. Francis NY,1,,,,41,15
MSO,1978,First Round,First Round,32,504,Columbia,3,Hartwick,2,,,,33,61
MSO,1978,First Round,First Round,32,513,Philadelphia U.,5,La Salle,1,,,,37,11
MSO,1978,First Round,First Round,32,514,Temple,1,Penn State,0,,,,36,431
MSO,1978,First Round,First Round,32,515,Brown,3,Vermont,1,,,,116,54
MSO,1978,First Round,First Round,32,516,Dartmouth,0,Connecticut,4,,,,69,366
MSO,1978,Second Round,Second Round,16,401,Clemson,2,Appalachian St.,1,OT,,,221,12
MSO,1978,Second Round,Second Round,16,402,St. Francis NY,2,Columbia,0,,,,15,33
MSO,1978,Second Round,Second Round,16,403,San Francisco,6,Stanford,3,,,,77,605
MSO,1978,Second Round,Second Round,16,404,Santa Clara,2,Washington,0,,,,181,425
MSO,1978,Second Round,Second Round,16,405,Indiana,3,Cleveland St.,1,,,,229,30
MSO,1978,Second Round,Second Round,16,406,St. Louis,2,SIUE,3,3OT,,,142,46
MSO,1978,Second Round,Second Round,16,407,Philadelphia U.,2,Temple,1,OT,,,37,36
MSO,1978,Second Round,Second Round,16,408,Brown,1,Connecticut,3,,,,116,366
MSO,1978,Quarterfinals,Quarterfinals,8,301,Clemson,4,St. Francis NY,0,,,,221,15
MSO,1978,Quarterfinals,Quarterfinals,8,302,San Francisco,3,Santa Clara,2,OT,,,77,181
MSO,1978,Quarterfinals,Quarterfinals,8,303,Indiana,2,SIUE,0,,,,229,46
MSO,1978,Quarterfinals,Quarterfinals,8,304,Philadelphia U.,3,Connecticut,0,,,,37,366
MSO,1978,Semifinals,Semifinals,4,201,Clemson,1,San Francisco,2,,,,221,77
MSO,1978,Semifinals,Semifinals,4,202,Indiana,2,Philadelphia U.,0,,,,229,37
MSO,1978,Third Place,Third Place,3,150,Clemson,6,Philadelphia U.,2,,,,221,37
MSO,1978,Championship,Championship,1,101,San Francisco,2,Indiana,0,,,,77,229
MSO,1979,First Round,First Round,32,502,SIUE,2,St. Louis,1,,,,46,142
MSO,1979,First Round,First Round,32,506,Cleveland St.,2,Milwaukee,1,,,,30,50
MSO,1979,First Round,First Round,32,507,Princeton,1,Philadelphia U.,0,,,,159,37
MSO,1979,Second Round,Second Round,16,401,SMU,0,SIUE,2,,,,122,46
MSO,1979,Second Round,Second Round,16,402,San Francisco,3,Santa Clara,2,,,,77,181
MSO,1979,Second Round,Second Round,16,403,Indiana,5,Cleveland St.,0,,,,229,30
MSO,1979,Second Round,Second Round,16,404,Princeton,1,Penn State,3,,,,159,431
MSO,1979,Second Round,Second Round,16,405,American,1,Virginia,0,,,,47,381
MSO,1979,Second Round,Second Round,16,406,Clemson,1,South Carolina,0,,,,221,290
MSO,1979,Second Round,Second Round,16,407,Hartwick,2,Columbia,3,,,,61,33
MSO,1979,Second Round,Second Round,16,408,Connecticut,2,Rhode Island,2.123,4OT PK,,,366,26
MSO,1979,Quarterfinals,Quarterfinals,8,301,SIUE,4,San Francisco,2,,,,46,77
MSO,1979,Quarterfinals,Quarterfinals,8,302,Indiana,0,Penn State,2,,,,229,431
MSO,1979,Quarterfinals,Quarterfinals,8,303,American,0,Clemson,1,,,,47,221
MSO,1979,Quarterfinals,Quarterfinals,8,304,Columbia,5,Rhode Island,1,,,,33,26
MSO,1979,Semifinals,Semifinals,4,201,SIUE,2,Penn State,1,,,,46,431
MSO,1979,Semifinals,Semifinals,4,202,Clemson,4,Columbia,1,,,,221,33
MSO,1979,Third Place,Third Place,3,150,Penn State,2,Columbia,1,,,,431,33
MSO,1979,Championship,Championship,1,101,SIUE,3,Clemson,2,,,,46,221
MSO,1980,First Round,First Round,32,502,Hartwick,3,Cornell,2,OT,,,61,155
MSO,1980,First Round,First Round,32,506,Cleveland St.,1,Milwaukee,0,,,,30,50
MSO,1980,First Round,First Round,32,510,Duke,2,Appalachian St.,1,,,,386,12
MSO,1980,First Round,First Round,32,514,SIUE,0,SMU,2,,,,46,122
MSO,1980,Second Round,Second Round,16,401,Columbia,1,Hartwick,2,,,,33,61
MSO,1980,Second Round,Second Round,16,402,Connecticut,6,Boston U.,0,,,,366,174
MSO,1980,Second Round,Second Round,16,403,Indiana,3,Cleveland St.,0,,,,229,30
MSO,1980,Second Round,Second Round,16,404,Philadelphia U.,2,Penn State,3,,,,37,431
MSO,1980,Second Round,Second Round,16,405,Alabama A&M,2,Duke,0,,,,25,386
MSO,1980,Second Round,Second Round,16,406,Howard,1,William & Mary,1.123,4OT PK,,,60,66
MSO,1980,Second Round,Second Round,16,407,St. Louis,3,SMU,1,,,,142,122
MSO,1980,Second Round,Second Round,16,408,San Francisco,2,UCLA,1,OT,,,77,741
MSO,1980,Quarterfinals,Quarterfinals,8,301,Hartwick,1,Connecticut,0,2OT,,,61,366
MSO,1980,Quarterfinals,Quarterfinals,8,302,Indiana,3,Penn State,1,,,,229,431
MSO,1980,Quarterfinals,Quarterfinals,8,303,Alabama A&M,1,William & Mary,0,,,,25,66
MSO,1980,Quarterfinals,Quarterfinals,8,304,St. Louis,2,San Francisco,3,,,,142,77
MSO,1980,Semifinals,Semifinals,4,201,Hartwick,0,Indiana,5,,,,61,229
MSO,1980,Semifinals,Semifinals,4,202,Alabama A&M,1,San Francisco,2,,,,25,77
MSO,1980,Third Place,Third Place,3,150,Hartwick,0,Alabama A&M,2,,,,61,25
MSO,1980,Championship,Championship,1,101,Indiana,3,San Francisco,4,OT,,,229,77
MSO,1981,First Round,First Round,32,503,Clemson,3,NC State,1,,,,221,159
MSO,1981,First Round,First Round,32,504,Alabama A&M,1,Duke,0,OT,,,25,386
MSO,1981,First Round,First Round,32,514,San Diego St.,4,California,0,,,,125,338
MSO,1981,First Round,First Round,32,515,Eastern Ill.,2,SIUE,1,OT,,,19,46
MSO,1981,Second Round,Second Round,16,401,Virginia,1,West Virginia,2,,,,381,116
MSO,1981,Second Round,Second Round,16,402,Clemson,1,Alabama A&M,2,3OT,,,221,25
MSO,1981,Second Round,Second Round,16,403,Indiana,5,Wisconsin,1,,,,229,284
MSO,1981,Second Round,Second Round,16,404,Philadelphia U.,2,Penn State,0,,,,37,431
MSO,1981,Second Round,Second Round,16,405,Long Island,1,Columbia,0,4OT,,,71,33
MSO,1981,Second Round,Second Round,16,406,Connecticut,6,Vermont,2,,,,366,54
MSO,1981,Second Round,Second Round,16,407,San Francisco,1,San Diego St.,1.123,4OT PK,,,77,125
MSO,1981,Second Round,Second Round,16,408,Eastern Ill.,1,St. Louis,0,,,,19,142
MSO,1981,Quarterfinals,Quarterfinals,8,301,West Virginia,1,Alabama A&M,2,OT,,,116,25
MSO,1981,Quarterfinals,Quarterfinals,8,302,Indiana,0,Philadelphia U.,1,,,,229,37
MSO,1981,Quarterfinals,Quarterfinals,8,303,Long Island,0,Connecticut,3,,,,71,366
MSO,1981,Quarterfinals,Quarterfinals,8,304,San Diego St.,0,Eastern Ill.,99,forfeit,,,125,19
MSO,1981,Semifinals,Semifinals,4,201,Alabama A&M,2.123,Philadelphia U.,2,3OT PK,,,25,37
MSO,1981,Semifinals,Semifinals,4,202,Connecticut,2,Eastern Ill.,1,,,,366,19
MSO,1981,Third Place,Third Place,3,150,Philadelphia U.,2,Eastern Ill.,4,,,,37,19
MSO,1981,Championship,Championship,1,101,Alabama A&M,1,Connecticut,2,OT,,,25,366
MSO,1982,First Round,First Round,32,502,Columbia,4,St. Francis NY,1,,,,33,15
MSO,1982,First Round,First Round,32,507,Duke,2,South Florida,1,,,,386,144
MSO,1982,First Round,First Round,32,508,Clemson,2,Alabama A&M,0,,,,221,25
MSO,1982,First Round,First Round,32,510,Penn State,1,FDU,0,,,,431,36
MSO,1982,First Round,First Round,32,514,Eastern Ill.,0,North Texas,1,OT,,,19,15
MSO,1982,First Round,First Round,32,515,San Francisco,2.123,Washington,2,2OT PK,,,77,425
MSO,1982,First Round,First Round,32,516,San Diego St.,1,Fresno St.,0,,,,125,203
MSO,1982,Second Round,Second Round,16,401,Long Island,3,Columbia,0,,,,71,33
MSO,1982,Second Round,Second Round,16,402,Connecticut,2.123,Boston College,2,2OT PK,,,366,195
MSO,1982,Second Round,Second Round,16,403,Virginia,0,George Mason,1,,,,381,52
MSO,1982,Second Round,Second Round,16,404,Duke,1.123,Clemson,1,2OT PK,,,386,221
MSO,1982,Second Round,Second Round,16,405,Philadelphia U.,2,Penn State,0,,,,37,431
MSO,1982,Second Round,Second Round,16,406,Indiana,1,Evansville,0,,,,229,26
MSO,1982,Second Round,Second Round,16,407,SIUE,1,North Texas,0,,,,46,15
MSO,1982,Second Round,Second Round,16,408,San Francisco,2,San Diego St.,0,,,,77,125
MSO,1982,Third Round,Third Round,8,301,Long Island,0,Connecticut,0.123,2OT PK,,,71,366
MSO,1982,Third Round,Third Round,8,302,George Mason,0,Duke,2,,,,52,386
MSO,1982,Third Round,Third Round,8,303,Philadelphia U.,0,Indiana,2,,,,37,229
MSO,1982,Third Round,Third Round,8,304,SIUE,1,San Francisco,0,,,,46,77
MSO,1982,Semifinals,Semifinals,4,201,Connecticut,1,Duke,2,,,,366,386
MSO,1982,Semifinals,Semifinals,4,202,Indiana,1,SIUE,0,,,,229,46
MSO,1982,Championship,Championship,1,101,Duke,1,Indiana,2,8OT,,,386,229
MSO,1983,First Round,First Round,32,502,Green Bay,0,Akron,7,,,,37,70
MSO,1983,First Round,First Round,32,503,SMU,1,St. Louis,2,,,,122,142
MSO,1983,First Round,First Round,32,507,UCLA,0,San Francisco,5,,,,741,77
MSO,1983,First Round,First Round,32,508,UNLV,3,California,1,2OT,,,72,338
MSO,1983,First Round,First Round,32,510,Philadelphia U.,2,FDU,3,,,,37,36
MSO,1983,First Round,First Round,32,515,Duke,2,NC State,1,,,,386,159
MSO,1983,First Round,First Round,32,516,Clemson,0,Alabama A&M,1,,,,221,25
MSO,1983,Second Round,Second Round,16,401,Akron,1,Indiana,2,2OT,,,70,229
MSO,1983,Second Round,Second Round,16,402,St. Louis,2,Eastern Ill.,1,,,,142,19
MSO,1983,Second Round,Second Round,16,403,Virginia,2,William & Mary,1,,,,381,66
MSO,1983,Second Round,Second Round,16,404,San Francisco,3,UNLV,2,,,,77,72
MSO,1983,Second Round,Second Round,16,405,Rutgers,1,FDU,2,,,,158,36
MSO,1983,Second Round,Second Round,16,406,Columbia,2,Hartwick,1,,,,33,61
MSO,1983,Second Round,Second Round,16,407,Providence,0,Connecticut,2,,,,84,366
MSO,1983,Second Round,Second Round,16,408,Duke,2,Alabama A&M,3,,,,386,25
MSO,1983,Quarterfinals,Quarterfinals,8,301,Indiana,2,St. Louis,1,,,,229,142
MSO,1983,Quarterfinals,Quarterfinals,8,302,Virginia,3,San Francisco,2,,,,381,77
MSO,1983,Quarterfinals,Quarterfinals,8,303,FDU,0,Columbia,1,,,,36,33
MSO,1983,Quarterfinals,Quarterfinals,8,304,Connecticut,1,Alabama A&M,0,,,,366,25
MSO,1983,Semifinals,Semifinals,4,201,Indiana,3,Virginia,1,,,,229,381
MSO,1983,Semifinals,Semifinals,4,202,Columbia,4,Connecticut,0,,,,33,366
MSO,1983,Championship,Championship,1,101,Indiana,1,Columbia,0,2OT,,,229,33
MSO,1984,First Round,First Round,32,502,Akron,2,Evansville,2.123,2OT PK,,,70,26
MSO,1984,First Round,First Round,32,506,Syracuse,1,Hartwick,3,,,,167,61
MSO,1984,First Round,First Round,32,507,Philadelphia U.,0,Penn State,5,,,,37,431
MSO,1984,First Round,First Round,32,510,NC State,1,Clemson,2,,,,159,221
MSO,1984,First Round,First Round,32,511,American,2,George Mason,1,,,,47,52
MSO,1984,First Round,First Round,32,515,UCLA,2,Fresno St.,1,,,,741,203
MSO,1984,First Round,First Round,32,516,San Francisco,2,UNLV,1,2OT,,,77,72
MSO,1984,Second Round,Second Round,16,401,Indiana,5,Evansville,0,,,,229,26
MSO,1984,Second Round,Second Round,16,402,SMU,3,St. Louis,5,,,,122,142
MSO,1984,Second Round,Second Round,16,403,Columbia,0,Hartwick,1,,,,33,61
MSO,1984,Second Round,Second Round,16,404,Penn State,0,FDU,1,,,,431,36
MSO,1984,Second Round,Second Round,16,405,Alabama A&M,1,Clemson,3,,,,25,221
MSO,1984,Second Round,Second Round,16,406,American,0,Virginia,0.123,2OT PK,,,47,381
MSO,1984,Second Round,Second Round,16,407,Harvard,1,Connecticut,0,2OT,,,156,366
MSO,1984,Second Round,Second Round,16,408,UCLA,1,San Francisco,0,,,,741,77
MSO,1984,Quarterfinals,Quarterfinals,8,301,Indiana,4,St. Louis,2,,,,229,142
MSO,1984,Quarterfinals,Quarterfinals,8,302,Hartwick,1,FDU,0,,,,61,36
MSO,1984,Quarterfinals,Quarterfinals,8,303,Clemson,1,Virginia,0,,,,221,381
MSO,1984,Quarterfinals,Quarterfinals,8,304,Harvard,0,UCLA,2,,,,156,741
MSO,1984,Semifinals,Semifinals,4,201,Indiana,2,Hartwick,1,,,,229,61
MSO,1984,Semifinals,Semifinals,4,202,Clemson,4,UCLA,1,,,,221,741
MSO,1984,Championship,Championship,1,101,Indiana,1,Clemson,2,,,,229,221
MSO,1985,First Round,First Round,32,502,Long Island,1,Columbia,3,2OT,,,71,33
MSO,1985,First Round,First Round,32,506,George Mason,1,Virginia,0,,,,52,381
MSO,1985,First Round,First Round,32,507,Clemson,5,NC State,2,,,,221,159
MSO,1985,First Round,First Round,32,508,South Carolina,3,Duke,0,,,,290,386
MSO,1985,First Round,First Round,32,510,Indiana,2,Akron,0,,,,229,70
MSO,1985,First Round,First Round,32,515,UCLA,3,California,1,,,,741,338
MSO,1985,First Round,First Round,32,516,UNLV,2,Fresno St.,1,,,,72,203
MSO,1985,Second Round,Second Round,16,401,Hartwick,2,Columbia,0,,,,61,33
MSO,1985,Second Round,Second Round,16,402,Connecticut,1,Boston U.,1.123,2OT PK,,,366,174
MSO,1985,Second Round,Second Round,16,403,American,3,George Mason,1,,,,47,52
MSO,1985,Second Round,Second Round,16,404,Clemson,0,South Carolina,0.123,2OT PK,,,221,290
MSO,1985,Second Round,Second Round,16,405,Evansville,3,Indiana,0,,,,26,229
MSO,1985,Second Round,Second Round,16,406,Temple,5,Penn State,5.123,2OT PK,,,36,431
MSO,1985,Second Round,Second Round,16,407,SMU,2,Air Force,1,,,,122,37
MSO,1985,Second Round,Second Round,16,408,UCLA,1,UNLV,0,2OT,,,741,72
MSO,1985,Quarterfinals,Quarterfinals,8,301,Hartwick,1,Boston U.,0,,,,61,174
MSO,1985,Quarterfinals,Quarterfinals,8,302,American,2,South Carolina,0,,,,47,290
MSO,1985,Quarterfinals,Quarterfinals,8,303,Evansville,1,Penn State,0,,,,26,431
MSO,1985,Quarterfinals,Quarterfinals,8,304,SMU,0,UCLA,2,,,,122,741
MSO,1985,Semifinals,Semifinals,4,201,Hartwick,0,American,1,,,,61,47
MSO,1985,Semifinals,Semifinals,4,202,Evansville,1,UCLA,3,,,,26,741
MSO,1985,Championship,Championship,1,101,American,0,UCLA,1,8OT,,,47,741
MSO,1986,First Round,First Round,32,502,Harvard,0.123,Yale,0,2OT PK,,,156,68
MSO,1986,First Round,First Round,32,506,South Carolina,2,Duke,3,,,,290,386
MSO,1986,First Round,First Round,32,507,Virginia,0,Loyola MD,1,,,,381,25
MSO,1986,First Round,First Round,32,508,Maryland,1,George Mason,2,2OT,,,364,52
MSO,1986,First Round,First Round,32,514,St. Louis,2,California,0,,,,142,338
MSO,1986,First Round,First Round,32,515,UCLA,3,CS Fullerton,0,,,,741,164
MSO,1986,First Round,First Round,32,516,Fresno St.,1,San Francisco,0,,,,203,77
MSO,1986,Second Round,Second Round,16,401,Boston U.,1,Harvard,2,,,,174,156
MSO,1986,Second Round,Second Round,16,402,Long Island,2,Hartwick,3,,,,71,61
MSO,1986,Second Round,Second Round,16,403,NC State,0,Duke,2,,,,159,386
MSO,1986,Second Round,Second Round,16,404,Loyola MD,2,George Mason,0,,,,25,52
MSO,1986,Second Round,Second Round,16,405,Evansville,1,Akron,2,2OT,,,26,70
MSO,1986,Second Round,Second Round,16,406,Seton Hall,0,Penn State,2,2OT,,,42,431
MSO,1986,Second Round,Second Round,16,407,SMU,3,St. Louis,1,,,,122,142
MSO,1986,Second Round,Second Round,16,408,UCLA,0,Fresno St.,1,2OT,,,741,203
MSO,1986,Quarterfinals,Quarterfinals,8,301,Harvard,2,Hartwick,0,,,,156,61
MSO,1986,Quarterfinals,Quarterfinals,8,302,Duke,2,Loyola MD,1,,,,386,25
MSO,1986,Quarterfinals,Quarterfinals,8,303,Akron,1.123,Penn State,1,2OT PK,,,70,431
MSO,1986,Quarterfinals,Quarterfinals,8,304,SMU,0,Fresno St.,1,,,,122,203
MSO,1986,Semifinals,Semifinals,4,201,Harvard,1,Duke,3,,,,156,386
MSO,1986,Semifinals,Semifinals,4,202,Akron,1,Fresno St.,0,,,,70,203
MSO,1986,Championship,Championship,1,101,Duke,1,Akron,0,,,,386,70
MSO,1987,First Round,First Round,32,506,San Diego St.,2,St. Louis,1,,,,125,142
MSO,1987,First Round,First Round,32,507,UCLA,1,Fresno St.,0,,,,741,203
MSO,1987,First Round,First Round,32,508,UNLV,1,San Francisco,0,,,,72,77
MSO,1987,First Round,First Round,32,510,Clemson,2,Evansville,1,,,,221,26
MSO,1987,First Round,First Round,32,513,NC State,0,South Carolina,1,2OT,,,159,290
MSO,1987,First Round,First Round,32,514,North Carolina,2,Duke,0,,,,502,386
MSO,1987,First Round,First Round,32,515,George Mason,0,Virginia,2,,,,52,381
MSO,1987,First Round,First Round,32,516,William & Mary,0,Loyola MD,1,,,,66,25
MSO,1987,Second Round,Second Round,16,401,Hartwick,0,Adelphi,1,2OT,,,61,41
MSO,1987,Second Round,Second Round,16,402,Harvard,1,Connecticut,0,2OT,,,156,366
MSO,1987,Second Round,Second Round,16,403,SMU,2,San Diego St.,2.123,2OT PK,,,122,125
MSO,1987,Second Round,Second Round,16,404,UCLA,99,UNLV,0,forfeit,,,741,72
MSO,1987,Second Round,Second Round,16,405,Indiana,1,Clemson,2,,,,229,221
MSO,1987,Second Round,Second Round,16,406,Seton Hall,1,Rutgers,2,,,,42,158
MSO,1987,Second Round,Second Round,16,407,South Carolina,1,North Carolina,2,2OT,,,290,502
MSO,1987,Second Round,Second Round,16,408,Virginia,0,Loyola MD,1,,,,381,25
MSO,1987,Quarterfinals,Quarterfinals,8,301,Adelphi,0,Harvard,3,,,,41,156
MSO,1987,Quarterfinals,Quarterfinals,8,302,San Diego St.,2,UCLA,1,,,,125,741
MSO,1987,Quarterfinals,Quarterfinals,8,303,Clemson,3,Rutgers,2,,,,221,158
MSO,1987,Quarterfinals,Quarterfinals,8,304,North Carolina,1,Loyola MD,0,,,,502,25
MSO,1987,Semifinals,Semifinals,4,201,Harvard,1,San Diego St.,1.123,2OT PK,,,156,125
MSO,1987,Semifinals,Semifinals,4,202,Clemson,4,North Carolina,1,,,,221,502
MSO,1987,Championship,Championship,1,101,San Diego St.,0,Clemson,2,,,,125,221
MSO,1988,First Round,First Round,32,502,FDU,1,Penn State,0,,,,36,431
MSO,1988,First Round,First Round,32,503,Philadelphia U.,1,Navy,0,,,,37,80
MSO,1988,First Round,First Round,32,506,Wake Forest,0,North Carolina,2,,,,122,502
MSO,1988,First Round,First Round,32,507,Notre Dame,0,SMU,2,,,,481,122
MSO,1988,First Round,First Round,32,510,Brooklyn,4,Adelphi,1,,,,4,41
MSO,1988,First Round,First Round,32,511,Boston U.,3,Connecticut,1,,,,174,366
MSO,1988,First Round,First Round,32,514,San Diego St.,1,UCLA,2,,,,125,741
MSO,1988,First Round,First Round,32,515,UNLV,1,Fresno St.,1.123,2OT PK,,,72,203
MSO,1988,Second Round,Second Round,16,401,Virginia,1,FDU,0,,,,381,36
MSO,1988,Second Round,Second Round,16,402,Philadelphia U.,1,Howard,1.123,2OT PK,,,37,60
MSO,1988,Second Round,Second Round,16,403,South Carolina,3,North Carolina,1,,,,290,502
MSO,1988,Second Round,Second Round,16,404,SMU,2,St. Louis,1,2OT,,,122,142
MSO,1988,Second Round,Second Round,16,405,Seton Hall,5,Brooklyn,2,,,,42,4
MSO,1988,Second Round,Second Round,16,406,Boston U.,1,Indiana,3,,,,174,229
MSO,1988,Second Round,Second Round,16,407,Portland,2,UCLA,0,,,,120,741
MSO,1988,Second Round,Second Round,16,408,Fresno St.,1.123,Evansville,1,2OT PK,,,203,26
MSO,1988,Quarterfinals,Quarterfinals,8,301,Virginia,2,Howard,3,2OT,,,381,60
MSO,1988,Quarterfinals,Quarterfinals,8,302,South Carolina,1,SMU,0,,,,290,122
MSO,1988,Quarterfinals,Quarterfinals,8,303,Seton Hall,1,Indiana,3,,,,42,229
MSO,1988,Quarterfinals,Quarterfinals,8,304,Portland,2,Fresno St.,0,,,,120,203
MSO,1988,Semifinals,Semifinals,4,201,Howard,2,South Carolina,0,,,,60,290
MSO,1988,Semifinals,Semifinals,4,202,Indiana,1,Portland,0,,,,229,120
MSO,1988,Championship,Championship,1,101,Howard,0,Indiana,1,,,,60,229
MSO,1989,First Round,First Round,32,502,FDU,1,Columbia,4,,,,36,33
MSO,1989,First Round,First Round,32,503,Connecticut,0,Vermont,2,,,,366,54
MSO,1989,First Round,First Round,32,504,Yale,1,Hartwick,0,,,,68,61
MSO,1989,First Round,First Round,32,506,Princeton,1,Philadelphia U.,2,,,,159,37
MSO,1989,First Round,First Round,32,507,Wake Forest,2,Old Dominion,1,,,,122,87
MSO,1989,First Round,First Round,32,508,South Carolina,2,Duke,1,,,,290,386
MSO,1989,First Round,First Round,32,510,G. Washington,3,George Mason,1,,,,54,52
MSO,1989,First Round,First Round,32,511,Howard,1.123,Penn State,1,2OT PK,,,60,431
MSO,1989,First Round,First Round,32,512,Evansville,0,SMU,1,,,,26,122
MSO,1989,First Round,First Round,32,514,Fresno St.,2,St. Louis,1,,,,203,142
MSO,1989,First Round,First Round,32,515,Portland,1,Washington,0,2OT,,,120,425
MSO,1989,First Round,First Round,32,516,UCLA,1.123,San Diego St.,1,2OT PK,,,741,125
MSO,1989,Second Round,Second Round,16,401,Rutgers,3,Columbia,1,,,,158,33
MSO,1989,Second Round,Second Round,16,402,Vermont,1,Yale,0,2OT,,,54,68
MSO,1989,Second Round,Second Round,16,403,Virginia,4,Philadelphia U.,1,,,,381,37
MSO,1989,Second Round,Second Round,16,404,Wake Forest,1,South Carolina,5,,,,122,290
MSO,1989,Second Round,Second Round,16,405,Indiana,4,G. Washington,0,,,,229,54
MSO,1989,Second Round,Second Round,16,406,Howard,2,SMU,1,2OT,,,60,122
MSO,1989,Second Round,Second Round,16,407,Santa Clara,2,Fresno St.,1,,,,181,203
MSO,1989,Second Round,Second Round,16,408,Portland,0,UCLA,0.123,2OT PK,,,120,741
MSO,1989,Quarterfinals,Quarterfinals,8,301,Rutgers,2,Vermont,1,2OT,,,158,54
MSO,1989,Quarterfinals,Quarterfinals,8,302,Virginia,1,South Carolina,0,2OT,,,381,290
MSO,1989,Quarterfinals,Quarterfinals,8,303,Indiana,1,Howard,0,,,,229,60
MSO,1989,Quarterfinals,Quarterfinals,8,304,Santa Clara,2,UCLA,0,,,,181,741
MSO,1989,Semifinals,Semifinals,4,201,Rutgers,0,Virginia,3,,,,158,381
MSO,1989,Semifinals,Semifinals,4,202,Indiana,2,Santa Clara,4,,,,229,181
MSO,1989,Championship,Championship,1,101,Virginia,1,Santa Clara,1,tie, 2OT,,,381,181
MSO,1990,First Round,First Round,32,502,Brooklyn,0,Adelphi,1,,,,4,41
MSO,1990,First Round,First Round,32,503,Columbia,2,Seton Hall,0,,,,33,42
MSO,1990,First Round,First Round,32,504,Dartmouth,1.123,Vermont,1,2OT PK,,,69,54
MSO,1990,First Round,First Round,32,506,Boston U.,3,Boston College,2,,,,174,195
MSO,1990,First Round,First Round,32,507,Indiana,5,Milwaukee,1,,,,229,50
MSO,1990,First Round,First Round,32,508,St. Louis,1,George Mason,0,,,,142,52
MSO,1990,First Round,First Round,32,510,South Carolina,3,Clemson,0,,,,290,221
MSO,1990,First Round,First Round,32,511,North Carolina,2,Wake Forest,1,,,,502,122
MSO,1990,First Round,First Round,32,512,Virginia,1,Richmond,0,,,,381,22
MSO,1990,First Round,First Round,32,514,San Diego,4,Portland,2,,,,104,120
MSO,1990,First Round,First Round,32,515,Fresno St.,3,Santa Clara,2,2OT,,,203,181
MSO,1990,First Round,First Round,32,516,SMU,2,Illinois St.,1,,,,122,68
MSO,1990,Second Round,Second Round,16,401,Rutgers,2.123,Adelphi,2,2OT PK,,,158,41
MSO,1990,Second Round,Second Round,16,402,Columbia,1,Dartmouth,2,,,,33,69
MSO,1990,Second Round,Second Round,16,403,Evansville,1,Boston U.,0,2OT,,,26,174
MSO,1990,Second Round,Second Round,16,404,Indiana,2,St. Louis,1,,,,229,142
MSO,1990,Second Round,Second Round,16,405,NC State,3,South Carolina,1,,,,159,290
MSO,1990,Second Round,Second Round,16,406,North Carolina,1,Virginia,3,,,,502,381
MSO,1990,Second Round,Second Round,16,407,UCLA,2,San Diego,1,2OT,,,741,104
MSO,1990,Second Round,Second Round,16,408,Fresno St.,1,SMU,2,,,,203,122
MSO,1990,Quarterfinals,Quarterfinals,8,301,Rutgers,1,Dartmouth,0,,,,158,69
MSO,1990,Quarterfinals,Quarterfinals,8,302,Evansville,1,Indiana,0,,,,26,229
MSO,1990,Quarterfinals,Quarterfinals,8,303,NC State,1.123,Virginia,1,2OT PK,,,159,381
MSO,1990,Quarterfinals,Quarterfinals,8,304,UCLA,2,SMU,0,,,,741,122
MSO,1990,Semifinals,Semifinals,4,201,Rutgers,1,Evansville,0,,,,158,26
MSO,1990,Semifinals,Semifinals,4,202,NC State,0,UCLA,0.123,2OT PK,,,159,741
